Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Construction of Integrated Public Health Laboratory at RNB SDCH, Gossaigaon in Kokrajhar District under PM ABHIM for FY 2023-24 under NHM, Assam","Construction of Integrated Public Health Laboratory at RNB SDCH, Gossaigaon in Kokrajhar District under PM ABHIM for FY 2023-24 under NHM, Assam",Please refer Tender documents. ,NA ,"1,24,99,998",Civil Works - Building,NA ,Tender,180.0,365.0,Kokrajhar,783370.0,NA ,NA ,NA ,"O/o MD, NHM, Assam",No ,No,National Health Mission||State Programme Management Unit - NHM,NHM-32049/21/2024-Cons-NHM/,2025_NHM_42078_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"MD, NHM, Assam","O/o MD, NHM, Assam",1.0,Fee/PreQual/Technical,.pdf,SBD,"1,500",Nil,Nil,No,13-Jan-2025 06:00 PM,23-Jan-2025 03:30 PM,13-Jan-2025 06:00 PM,22-Jan-2025 02:00 PM,NA ,NA ,13-Jan-2025 06:00 PM,22-Jan-2025 02:00 PM,21-Mar-2025 12:15 PM,"2,50,000",Yes,percentage,2.0%,Nil,Nil,AOC,1,255820,ANANDA NARZARY,20-Jan-2025 04:37 PM,Accepted-AOC,work allotted,09-Jul-2026 03:45 PM,Finance,financial bid opened,Manas Pratim Mahanta,21-Mar-2025 12:23 PM,,BOQ Comparative Chart,1.0,255820.0,ANANDA NARZARY,INR,"10,512,498",OSD,Internal,,Dipankar Saikia,23-Apr-2025 03:39 PM,finsummary_67703.pdf (505.50 KB),Technical,Technical Bid opened,Dipankar Saikia,05-Feb-2025 12:26 PM,,OSD,Internal,,Dipankar Saikia,21-Mar-2025 12:11 PM,21-Mar-2025 12:15 PM,techsummary_67703.pdf (396.12 KB),National Health Mission||State Programme Management Unit - NHM,2025_NHM_42078_1,NHM-32049/21/2024-Cons-NHM/,"Construction of Integrated Public Health Laboratory at RNB SDCH, Gossaigaon in Kokrajhar District under PM ABHIM for FY 2023-24 under NHM, Assam",09-Jul-2026,"INR 10,512,498",365.0,Dipankar Barman,09-Jul-2026 03:45 PM,wo.pdf (157.00 KB),work allotted,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD and Tender Fee,,,,,,,,,,,,,,,,,,,,AOC,2,255847,Gobinda Madhab Sharma,22-Jan-2025 01:58 PM,Rejected-Finance,Not Admitted,23-Apr-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,AOC,3,256000,HEMEN DEKA,22-Jan-2025 01:45 PM,Rejected-Finance,Not Admitted,23-Apr-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,4,255990,Hiya Construction,22-Jan-2025 01:55 PM,Rejected-Finance,Not Admitted,23-Apr-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,AOC,5,256018,MAHAMMAD ALI,22-Jan-2025 01:55 PM,Rejected-Finance,Not Admitted,23-Apr-2025 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,255992,M/S EVERGREEN ENTERPRISE,22-Jan-2025 12:16 PM,Rejected-Technical,not admitted,21-Mar-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
