S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,296379.0,JIRSHU SARMA,04-Feb-2026 11:19 AM,Rejected-Finance,Not being the lowest bidder,17-Jun-2026 04:44 PM,Finance,The financial evaluation of the submitted price bid will be carried out and a summary of the financial evaluation will be uploaded later,Tulshi Bezboruah,16-Feb-2026 02:43 PM,finance_79936.pdf,BOQ Comparative Chart,Superintending Engineer GU,Internal,,Sazidur Rahman,17-Jun-2026 04:44 PM,finsummary_79936.pdf (363.04 KB),09-Jul-2026,"INR 5,204,128",180.0,Sazidur Rahman,09-Jul-2026 11:12 AM,workorder.pdf (513.00 KB),Technical,Technical Evaluation of the submitted bid will be carried out and summary of technical Evaluation will be uploaded later,Sazidur Rahman,04-Feb-2026 04:37 PM,technical_79936.pdf,Superintending Engineer GU,Internal,,Sazidur Rahman,16-Feb-2026 12:18 PM,16-Feb-2026 02:00 PM,techsummary_79936.pdf (385.16 KB),1.0,296239.0,Krishna Enterprises,INR,"5,204,128",Gauhati University,2026_GU_50180_1,T/25-26/213 Dt 09.01.2026,New 1000kVA Transformer installation along with all switchgears for up-gradation of overall power system of Gauhati University,AOC,New 1000kVA Transformer installation along with all switchgears for up-gradation of overall power system of Gauhati University,New 1000kVA Transformer installation along with all switchgears for up-gradation of overall power system of Gauhati University,Please refer Tender documents. ,NA ,"62,32,169",Composite Works,NA ,Tender,180.0,180.0,GAUHATI UNIVERSITY,781014.0,OFFICE OF THE SUPERINTENDING ENGINEER GU ,OFFICE OF THE SUPERINTENDING ENGINEER GU ,28-Jan-2026 02:00 PM ,OFFICE OF THE SUPERINTENDING ENGINEER GU,No ,No,"1,24,643",Yes,fixed,,Nil,Nil,SUPERINTENDING ENGINEER GU,OFFICE OF THE SUPERINTENDING ENGINEER GU,Gauhati University,T/25-26/213 Dt 09.01.2026,2026_GU_50180_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"1,000",Nil,Nil,No,1.0,SBI Bank,12-Jan-2026 04:00 PM,04-Feb-2026 03:30 PM,12-Jan-2026 04:00 PM,04-Feb-2026 02:00 PM,NA ,NA ,12-Jan-2026 04:00 PM,04-Feb-2026 02:00 PM,16-Feb-2026 02:00 PM,1.0,Corrigendum Notice,Financial Bid,,AOC
2.0,296239.0,Krishna Enterprises,04-Feb-2026 10:13 AM,Accepted-AOC,Being the lowest bidder,09-Jul-2026 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Document,,,,,,,,,,,,,,,,,,,,AOC
3.0,296413.0,M/S SATYAM POWER,04-Feb-2026 01:11 PM,Rejected-Technical,Technically disqualified,16-Feb-2026 12:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annexures,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,AOC
