S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,15-Sep-2025 06:55 PM,07-Oct-2025 03:00 PM,15-Sep-2025 06:55 PM,07-Oct-2025 02:00 PM,NA ,NA ,23-Sep-2025 10:00 AM,07-Oct-2025 02:00 PM,23-Feb-2026 05:00 PM,"5,21,596",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Department of Water Resources||Chief Engineer - DoWR,NALBARI/2025-26/RIDF/I,2025_DoWR_47526_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Construction of embankment on R/B of river Mora-Pagladia from Makrapara to Barpit.,Construction of embankment on R/B of river Mora-Pagladia from Makrapara to Barpit.,Please refer Tender documents. ,NA ,"2,60,79,820",Civil Works,NA ,Tender,180.0,365.0,Nalbari,781335.0,NA ,NA ,NA ,Guwahati,No ,No,"5,000",Nil,Nil,No,"Chief Engineer, WRD, Assam","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",AOC,10-Jul-2026,"INR 24,772,696.71",365.0,Jayanta Kumar Barman,10-Jul-2026 06:39 PM,FWO_nalbari_makrapara_barpit.pdf (1378.00 KB),Construction of embankment on R/B of river Mora-Pagladia from Makrapara to Barpit.,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,19-May-2026 06:51 PM,,BOQ Comparative Chart,1.0,283418.0,SEHNOWAZ AMIN,INR,"24,772,696.71",Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,09-Oct-2025 04:32 PM,,Director Design,Internal,,Jayanta Kumar Barman,10-Jul-2026 06:15 PM,finsummary_75828.pdf (259.38 KB),Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_47526_1,NALBARI/2025-26/RIDF/I,Construction of embankment on R/B of river Mora-Pagladia from Makrapara to Barpit.,1,283366,BUDHESWAR BURAGOHAIN,07-Oct-2025 11:44 AM,Rejected-Technical,Technically Non-Responsive,23-Feb-2026 04:56 PM,Director Design,Internal,,Jayanta Kumar Barman,23-Feb-2026 04:56 PM,23-Feb-2026 05:00 PM,techsummary_75828.pdf (144.55 KB),AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283357,Dilip Kumar Barman,07-Oct-2025 12:10 AM,Rejected-AOC,Not Qualified for AOC,10-Jul-2026 06:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,283418,SEHNOWAZ AMIN,07-Oct-2025 12:11 PM,Accepted-AOC,AWARDED,10-Jul-2026 06:40 PM,,,,,,,,AOC
