Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Assam Plains Tribes Development Corporation Ltd.,2026_WPTBC_52150_1,PTDC/Engg/2026-27/547,Infrastructure Development at Panidihing Senior Secondary School under Demow LAC in Sivsagar District,1.0,302745.0,MODAN MOHAN DEORI,INR,"2,250,000",Managing Director,Internal,,Jeena Gabison Ahmed,04-Jun-2026 02:17 PM,04-Jun-2026 02:20 PM,techsummary_82544.pdf (356.77 KB),Managing Director,Internal,,Jeena Gabison Ahmed,08-Jul-2026 05:22 PM,finsummary_82544.pdf (1173.54 KB),08-Jul-2026,"INR 2,250,000",270.0,Jeena Gabison Ahmed,08-Jul-2026 05:25 PM,Aocpanidhing.pdf (1108.00 KB),AOC,1,303333,DINESH DOLEY,10-Apr-2026 12:07 PM,Rejected-Technical,As per Comparative Statement (Technical Bid) is Non- Responsive,04-Jun-2026 02:17 PM,Technical,Technical bid has been opened,Dipak Kumar Gayary,17-Apr-2026 12:42 PM,,Finance,Financial bid has been opened.,Jeena Gabison Ahmed,06-Jun-2026 12:06 PM,,BOQ Comparative Chart,AOC,20-Mar-2026 03:00 PM,10-Apr-2026 02:30 PM,20-Mar-2026 03:30 PM,10-Apr-2026 02:00 PM,NA ,NA ,20-Mar-2026 04:00 PM,10-Apr-2026 02:00 PM,04-Jun-2026 02:20 PM,Infrastructure Development at Panidihing Senior Secondary School under Demow LAC in Sivsagar District,Infrastructure Development at Panidihing Senior Secondary School under Demow LAC in Sivsagar District,please refer tender document ,NA ,"25,00,000",Civil Works,NA ,Tender,180.0,270.0,Sivsagar,785640.0,Office of the managing Director APTDCLtd ,Office of the managing Director APTDCLtd ,23-Mar-2026 02:00 PM ,"office of Managing Director APTDCLtd, Ganeshguri,",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC||Assam Plains Tribes Development Corporation Ltd.,PTDC/Engg/2026-27/547,2026_WPTBC_52150_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,Yes,"50,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Managing Director,Office of the managing Director APTDCLtd,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,302745,MODAN MOHAN DEORI,07-Apr-2026 12:23 PM,Accepted-AOC,Awarded,08-Jul-2026 05:25 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,302720,TAPAN DEORI,08-Apr-2026 10:51 AM,Rejected-AOC,Not Awarded,08-Jul-2026 05:25 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
