Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,GMDA/DEV/08/2026/3,2026_GMDA_50879_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,RFP DOCUMENT,"1,000",Nil,Nil,No,CEO GMDA,"GMDA OFFICE, BHANGAGARH",1.0,SBI Bank,Consultancy services for the Preparation of Development Plan for CBD Kahilipara Guwahati,Consultancy services for the Preparation of Development Plan for CBD Kahilipara Guwahati,Please refer Tender documents. ,NA ,,Consultancy,NA ,Tender,180.0,NA ,GUWAHATI,781005.0,NA ,NA ,NA ,GMDA OFFICE,No ,No,06-Feb-2026 05:00 PM,27-Feb-2026 03:00 PM,06-Feb-2026 05:00 PM,27-Feb-2026 02:00 PM,NA ,NA ,16-Feb-2026 09:00 AM,27-Feb-2026 02:00 PM,06-Mar-2026 05:00 PM,1.0,Corrigendum,Technical Bid,,0.0,No,fixed,,Nil,Nil,AOC,1.0,299586.0,Creators Architects,26-Feb-2026 02:24 PM,Rejected-Technical,TECHNICAL SCORE BELOW 70 TECHNICALLY NOT QUALIFIED,06-Mar-2026 04:39 PM,SECY GMDA,Internal,,Kirti Nath Talukdar,06-Mar-2026 04:39 PM,06-Mar-2026 05:00 PM,techsummary_81006.pdf (701.66 KB),Finance,MOM,Mintujit Bhuyan,16-Mar-2026 11:29 AM,finance_81006.pdf,BOQ Comparative Chart,16-Mar-2026,"INR 21,296,286",180.0,Palashjyoti Das,08-Jul-2026 12:10 PM,WO.pdf (478.00 KB),1.0,299433.0,Surbana Jurong India Private Limited,INR,"21,296,286",Technical,MOM,Kirti Nath Talukdar,06-Mar-2026 04:33 PM,technical_81006.pdf,SECY GMDA,Internal,,Mintujit Bhuyan,16-Mar-2026 11:33 AM,finsummary_81006.pdf (701.64 KB),Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,2026_GMDA_50879_1,GMDA/DEV/08/2026/3,Consultancy services for the Preparation of Development Plan for CBD Kahilipara Guwahati,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,298929.0,LEA Associates South Asia Pvt. Ltd.,26-Feb-2026 07:23 PM,Rejected-AOC,SECOND LOWEST QUOTED RATE,08-Jul-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,299433.0,Surbana Jurong India Private Limited,26-Feb-2026 04:44 PM,Accepted-AOC,LOWEST QUOTED RATE,08-Jul-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,FINANCIAL FORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
