S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,303168.0,Purbanchal Synergies Private Limites,INR,"385,962,793",Assam Electricity Grid Corporation Ltd||CGM (T and T),2026_AEGCL_52006_1,AEGCL /MD/ CGM(UAR) /220 KV SMG-MXN / REVIVAL /2026/ BID,Revival of 220KV Samaguri-Mariani Circuit I from Loc. No. 203 to Loc. No. 545,CGM OnM UAR,Internal,,Rahul Satnami,11-May-2026 01:25 PM,11-May-2026 02:00 PM,techsummary_82367.pdf (180.50 KB),08-Jul-2026,"INR 385,962,793",540.0,Rahul Satnami,08-Jul-2026 05:32 PM,CA.pdf (1552.00 KB),CGM OnM UAR,Internal,,Rahul Satnami,08-Jul-2026 05:22 PM,finsummary_82367.pdf (18042.25 KB),Finance,Financial Bids have been opened.,Rahul Satnami,11-May-2026 04:21 PM,,BOQ Comparative Chart,1.0,303083.0,Laser Power & Infra Limited,06-Apr-2026 11:59 AM,Rejected-Finance,L2,08-Jul-2026 05:22 PM,Technical,Technical Bids have been opened.,Rahul Satnami,07-Apr-2026 04:09 PM,,AOC,Revival of 220KV Samaguri-Mariani Circuit I from Loc. No. 203 to Loc. No. 545,Revival of 220KV Samaguri-Mariani Circuit I from Loc. No. 203 to Loc. No. 545,Please refer Tender documents. ,NA ,"35,17,55,433",Electrical Works,NA ,Tender,180.0,540.0,Mariani,785634.0,NA ,NA ,NA ,"1st Floor, Bijulee Bhawan, Guwahati-01",No ,No,CGM OnM UAR,"1st Floor, Bijulee Bhawan, Guwahati-01",14-Mar-2026 12:00 PM,07-Apr-2026 02:00 PM,14-Mar-2026 12:00 PM,06-Apr-2026 12:00 PM,14-Mar-2026 12:00 PM ,23-Mar-2026 12:00 PM ,24-Mar-2026 12:00 PM,06-Apr-2026 12:00 PM,11-May-2026 02:00 PM,1.0,SBI Bank,"71,00,000",Yes,fixed,,Nil,Nil,Assam Electricity Grid Corporation Ltd||CGM (T and T),AEGCL /MD/ CGM(UAR) /220 KV SMG-MXN / REVIVAL /2026/ BID,2026_AEGCL_52006_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"20,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.rar,Technical Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,302723.0,Mega Electricals,04-Apr-2026 02:17 PM,Rejected-Finance,L3,08-Jul-2026 05:22 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Financial Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,303168.0,Purbanchal Synergies Private Limites,06-Apr-2026 11:20 AM,Accepted-AOC,L1,08-Jul-2026 05:34 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.rar,Others,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Schedule,AOC
