Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Construction of Road from Khelma part-V to Gumrah Sadirkhal Road(6KM) under Chief Ministers Special Package for Barak Valley, During 2013-14. (Balance Work), P/No. CAC_CMs_BV_48. (Balance Work)","Construction of Road from Khelma part-V to Gumrah Sadirkhal Road(6KM) under Chief Ministers Special Package for Barak Valley, During 2013-14. (Balance Work), P/No. CAC_CMs_BV_48. (Balance Work)",Please refer Tender documents. ,NA ,"1,67,44,000",Civil Works – Roads,NA ,Rate Contract,180.0,210.0,Cachar District.,788115.0,"O/o The SE, PWD(Roads) Cachar Circle, Silchar. ","O/o The SE, PWD(Roads) Cachar Circle, Silchar. ",25-May-2026 02:00 PM ,"O/o The SE, PWD(Roads) Cachar Circle, Silchar.",No ,No,"3,34,880",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,16-May-2026 09:00 AM,02-Jun-2026 03:10 PM,16-May-2026 09:00 AM,02-Jun-2026 03:00 PM,16-May-2026 10:00 AM ,25-May-2026 03:00 PM ,16-May-2026 03:00 PM,02-Jun-2026 03:00 PM,10-Jul-2026 09:00 AM,Public Works Roads Department,T/CC/ETN/SIL/2025-26/137(T),2026_PWD_52358_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,350",Nil,Nil,No,1.0,SBI Bank,"The SE, PWD(Roads) Cachar Circle, Silchar.","O/o The SE, PWD(Roads) Cachar Circle, Silchar.",AOC,1.0,304382.0,IRSHAD RASUL BARLASKAR,02-Jun-2026 12:28 PM,Accepted-AOC,Being the lowest bidder in re-tender,25-Jul-2026 11:28 PM,Finance,Accepted,Ripak Barman,25-Jul-2026 11:21 PM,finance_82780.pdf,BOQ Comparative Chart,1.0,304382.0,IRSHAD RASUL BARLASKAR,INR,"16,743,000","Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Kallol Baran Nath, EE Borkhola and Katigorah TR Divn, Sahab Uddin Barbhuiya, AEE, Katigoarh TR Sub Divn, Jaybal Thousen, AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Ripak Barman,25-Jul-2026 11:24 PM,finsummary_82780.pdf (1271.34 KB),Technical,Accepted,Ripak Barman,09-Jul-2026 10:18 PM,technical_82780.pdf,"Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Kallol Baran Nath, EE Borkhola and Katigorah TR Divn, Sahab Uddin Barbhuiya, AEE, Katigoarh TR Sub Divn, Jaybal Thousen, AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Ripak Barman,09-Jul-2026 10:39 PM,10-Jul-2026 09:00 AM,techsummary_82780.pdf (1331.49 KB),Public Works Roads Department,2026_PWD_52358_1,T/CC/ETN/SIL/2025-26/137(T),"Construction of Road from Khelma part-V to Gumrah Sadirkhal Road(6KM) under Chief Ministers Special Package for Barak Valley, During 2013-14. (Balance Work), P/No. CAC_CMs_BV_48. (Balance Work)",25-Jul-2026,"INR 16,743,000",210.0,Ripak Barman,25-Jul-2026 11:28 PM,CS.pdf (1271.00 KB),Accepted,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
