EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,01,793",Yes,percentage,2.0%,Nil,Nil,18-Dec-2025 06:55 PM,02-Jan-2026 03:00 PM,18-Dec-2025 06:55 PM,02-Jan-2026 02:00 PM,NA ,NA ,24-Dec-2025 10:00 AM,02-Jan-2026 02:00 PM,22-Jan-2026 11:00 AM,Strengthening of Gainadi R/B embankment both U/S and D/S of Rly. Package 2,Strengthening of Gainadi R/B embankment both U/S and D/S of Rly. Package 2,Please refer Tender documents. ,NA ,"2,00,89,628",Civil Works,NA ,Tender,180.0,365.0,DHEMAJI,787057.0,NA ,NA ,NA ,Guwahati,No ,No,1.0,SBI Bank,"4,000",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"Chief Engineer, Water Resources Department, Assam","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",Department of Water Resources||Chief Engineer - DoWR,DHEMAJI/2025-26/SOPD-G/II,2025_DoWR_49472_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,AOC,1.0,290939.0,NAGENDRA BAGIRI,INR,"20,089,320.72",Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,23-Mar-2026 11:39 AM,,BOQ Comparative Chart,24-Jul-2026,"INR 20,089,320.72",365.0,Jayanta Kumar Barman,24-Jul-2026 08:10 PM,FWO_DHEMAJI_Gainadi_RB_Rly_Line_2.pdf (1054.00 KB),Strengthening of Gainadi R/B embankment both U/S and D/S of Rly. Package 2,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_49472_1,DHEMAJI/2025-26/SOPD-G/II,Strengthening of Gainadi R/B embankment both U/S and D/S of Rly. Package 2,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,22-Jan-2026 10:46 AM,,Director Design,Internal,,Jayanta Kumar Barman,24-Jul-2026 08:02 PM,finsummary_78507.pdf (297.30 KB),Director Design,Internal,,Jayanta Kumar Barman,22-Jan-2026 10:57 AM,22-Jan-2026 11:00 AM,techsummary_78507.pdf (134.37 KB),1,290939,NAGENDRA BAGIRI,30-Dec-2025 05:46 PM,Accepted-AOC,AWARDED,24-Jul-2026 08:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,291037,PRAFULLAHAZARIKA,30-Dec-2025 06:00 PM,Rejected-AOC,Not Qualified for AOC,24-Jul-2026 08:11 PM,AOC
