Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Additional Commissioner,Internal,,Dheeraj Patel,19-May-2026 03:57 PM,20-May-2026 02:00 PM,techsummary_81577.pdf (3989.32 KB),Additional Commissioner,Internal,,Dheeraj Patel,29-May-2026 03:32 PM,finsummary_81577.pdf (3939.78 KB),Technical,Bid has been opened and admitted for further evaluation,Chandan Talukdar,13-Mar-2026 02:38 PM,,1.0,301092.0,ROYAL TRENDZ,INR,"1,640,200",Finance,Bid has been opened and admitted for further evaluation,Chandan Talukdar,20-May-2026 11:36 PM,,BOQ Comparative Chart,1,301164,HEMANTA KUMAR,12-Mar-2026 12:24 PM,Rejected-Technical,Details as per Minutes,19-May-2026 03:57 PM,17-Jul-2026,"INR 1,640,200",60.0,Dheeraj Patel,22-Jul-2026 02:14 PM,toilet43.pdf (362.00 KB),Guwahati Municipal Corporation,2026_GMC_51367_3,GER/CE/2504/2025/48 Date_17/02/2026,Construction of Various Toilets under ward no.43,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Part,400.0,Nil,Nil,No,"40,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,19-Feb-2026 06:50 PM,12-Mar-2026 03:00 PM,19-Feb-2026 06:55 PM,12-Mar-2026 02:00 PM,NA ,NA ,06-Mar-2026 10:00 AM,12-Mar-2026 02:00 PM,20-May-2026 02:00 PM,Guwahati Municipal Corporation,GER/CE/2504/2025/48 Date_17/02/2026,2026_GMC_51367_3,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"The Commissioner,GMC","Office of the Commissioner, GMC, Dispur-Ganeshguri, Guwahati-781006",Construction of Various Toilets under ward no.43,Construction of Various Toilets under ward no.43,Please refer Bid Document ,NA ,"20,00,000",Civil Works,NA ,Tender,120.0,NA ,Guwahati,781006.0,NA ,NA ,NA ,"Office of the Commissioner, GMC,",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,301055,MS APURBA ENTERPRISE,12-Mar-2026 01:10 PM,Rejected-AOC,Work allotted to the lowest Technically qualified bidder.,22-Jul-2026 02:14 PM,,,,,,,,,,,AOC,,,.pdf,Bid Document Downloaded for the Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,301144,M/S CREATIVE POWER ENTERPRISE,12-Mar-2026 02:44 AM,Rejected-AOC,Work allotted to the lowest Technically qualified bidder.,22-Jul-2026 02:14 PM,,,,,,,,,,,AOC,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,300961,PANKAJ CHANDRA DAS,10-Mar-2026 02:34 PM,Rejected-AOC,Work allotted to the lowest Technically qualified bidder.,22-Jul-2026 02:14 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,301029,P K CONSTRUCTION,11-Mar-2026 12:03 PM,Rejected-Technical,Details as per Minutes,19-May-2026 03:57 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,301092,ROYAL TRENDZ,12-Mar-2026 11:24 AM,Accepted-AOC,Work allotted to the lowest Technically qualified bidder.,22-Jul-2026 02:14 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
