S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"2,13,494",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"2,200",Nil,Nil,No,1.0,Corrigendum,Technical Bid,,03-Mar-2026 09:00 AM,24-Mar-2026 03:30 PM,03-Mar-2026 09:00 AM,24-Mar-2026 02:00 PM,NA ,NA ,03-Mar-2026 09:00 AM,24-Mar-2026 02:00 PM,12-May-2026 04:40 PM,"CE, PWD(Bldg), H and E, Assam, Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-I(H_E)/11/2026/3 Dated Guwahati the 26th February, 2026",2026_PWBNH_51645_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction and vertical extension of Evaluation block building with 1 no. of floor (i.e 2nd floor) at the campus of Assam Science and Technology University, Jalukbari, Guwahati-13","Construction and vertical extension of Evaluation block building with 1 no. of floor (i.e 2nd floor) at the campus of Assam Science and Technology University, Jalukbari, Guwahati-13",Please refer Tender documents. ,NA ,"1,06,74,684",Civil Works - Building,NA ,Tender,180.0,365.0,Guwahati,781013.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",11-Mar-2026 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,AOC,Chief Engineer,Internal,,Subrata Bora,12-May-2026 04:37 PM,12-May-2026 04:40 PM,techsummary_81945.pdf (925.19 KB),1.0,301979.0,Sri Rajdeep Bezbaruah,INR,"9,079,459",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_51645_2,"Tech-I(H_E)/11/2026/3 Dated Guwahati the 26th February, 2026","Construction and vertical extension of Evaluation block building with 1 no. of floor (i.e 2nd floor) at the campus of Assam Science and Technology University, Jalukbari, Guwahati-13",Technical,Summary,Subrata Bora,24-Mar-2026 04:40 PM,technical_81945.pdf,1,302202,Md. Rafiqul Islam,24-Mar-2026 01:28 PM,Rejected-Technical,Technically non-responsive,12-May-2026 04:37 PM,Finance,Financial bid opened,Subrata Bora,31-Jul-2026 01:19 PM,finance_81945.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,Subrata Bora,31-Jul-2026 01:48 PM,finsummary_81945.pdf (587.74 KB),31-Jul-2026,"INR 9,079,459",365.0,Subrata Bora,31-Jul-2026 01:54 PM,FWORajdeepBezbaruah.pdf (588.00 KB),AOC
,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,302208,M/S ELITE AGENCY,24-Mar-2026 12:53 PM,Rejected-AOC,Not Awarded,31-Jul-2026 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,302212,M/S GLASS N GLAZING,24-Mar-2026 12:30 PM,Rejected-Technical,Technically non-responsive,12-May-2026 04:37 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,301979,Sri Rajdeep Bezbaruah,24-Mar-2026 01:24 PM,Accepted-AOC,Awarded,31-Jul-2026 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,302164,Sr Pradip Kumar Das,24-Mar-2026 12:44 PM,Rejected-AOC,Not Awarded,31-Jul-2026 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,302184,UTPAL JYOTI KALITA,24-Mar-2026 12:09 AM,Rejected-Technical,Technically non responsive,12-May-2026 04:37 PM,,,,,,,,,,,,,,,,,,,AOC
