Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID Security_BID COST,"46,000",Yes,fixed,,Nil,Nil,E.E. PWD B S P TRD,O/o the E.E. PWD B S P TRD,1.0,SBI Bank,Public Works Roads Department,BSPTRD/TECH/SOPDG/153/2023-24,2025_PWD_48702_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-Nov-2025 10:00 AM,08-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,06-Dec-2025 02:00 PM,21-Nov-2025 10:00 AM ,06-Dec-2025 02:00 PM ,21-Nov-2025 10:00 AM,06-Dec-2025 02:00 PM,12-Dec-2025 01:00 PM,BSPTRD/SOPD-G/2025-26/5,Construction of Road from Chandamari SC village Road under SOPD-G for the year 2025-26,Please refer Tender documents. ,NA ,"22,92,000",Civil Works – Roads,NA ,Tender,180.0,270.0,Barpeta Road,781315.0,O/o the E.E. PWD B S P TRD ,O/o the E.E. PWD B S P TRD ,22-Nov-2025 12:00 PM ,O/o the E.E. PWD B S P TRD,No ,No,500.0,Nil,Nil,No,AOC,1.0,287623.0,M/S J. G. Associatates,29-Nov-2025 02:34 PM,Accepted-AOC,Lowest (L1) responsive bidder.,24-Jul-2026 10:26 PM,Finance,Bids were opened,Rubul Deka,24-Jul-2026 10:20 PM,,BOQ Comparative Chart,"Executive Engineer, PWRD, BSPTRD",Internal,,Rubul Deka,24-Jul-2026 10:23 PM,finsummary_77380.pdf (133.34 KB),Technical,Verified,Tikendra Choudhury,12-Dec-2025 11:05 AM,technical_77380.pdf,1.0,287623.0,M/S J. G. Associatates,INR,"2,292,000",Manirul Islam,Internal,Verified,Tikendra Choudhury,12-Dec-2025 11:07 AM,12-Dec-2025 01:00 PM,techsummary_77380.pdf (1047.37 KB),Public Works Roads Department,2025_PWD_48702_1,BSPTRD/TECH/SOPDG/153/2023-24,BSPTRD/SOPD-G/2025-26/5,24-Jul-2026,"INR 2,292,000",270.0,Rubul Deka,24-Jul-2026 10:26 PM,letterofaward.pdf (18.00 KB),AOC
,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical_Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
