Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Gauhati University,T/25-26/194 Date 08.12.2025,2025_GU_49158_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Renovation work for Conversion of existing Hall at 2nd Floor of New GU-CDOE Building into classroom facilities for Centre for performing Arts and Culture, GU","Renovation work for Conversion of existing Hall at 2nd Floor of New GU-CDOE Building into classroom facilities for Centre for performing Arts and Culture, GU",Please refer Tender documents. ,NA ,"32,52,192",Composite Works,NA ,Tender,180.0,45.0,Gauhati University,781014.0,office of the Superintending Engineer GU ,office of the Superintending Engineer GU ,26-Dec-2025 02:00 PM ,office of the Superintending Engineer GU,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,Superintending Engineer GU,office of the Superintending Engineer GU,700.0,Nil,Nil,No,10-Dec-2025 03:00 PM,02-Jan-2026 03:30 PM,10-Dec-2025 03:00 PM,02-Jan-2026 02:00 PM,NA ,NA ,10-Dec-2025 03:00 PM,02-Jan-2026 02:00 PM,18-Feb-2026 01:10 PM,"65,044",Yes,fixed,,Nil,Nil,1.0,SBI Bank,AOC,Gauhati University,2025_GU_49158_1,T/25-26/194 Date 08.12.2025,"Renovation work for Conversion of existing Hall at 2nd Floor of New GU-CDOE Building into classroom facilities for Centre for performing Arts and Culture, GU",1.0,290012.0,HITESH MAZUMDAR,INR,"2,382,231",Superintending Engineer GU,Internal,,Sazidur Rahman,18-Feb-2026 01:01 PM,18-Feb-2026 01:10 PM,techsummary_78083.pdf (412.05 KB),Technical,Technical Evaluation of the submitted bid will be carried out and summary of Technical Evaluation will be uploaded later,Tulshi Bezboruah,02-Jan-2026 04:39 PM,technical_78083.pdf,24-Jul-2026,"INR 2,382,231",45.0,Sazidur Rahman,24-Jul-2026 11:29 AM,workorder.pdf (483.00 KB),Superintending Engineer GU,Internal,,Sazidur Rahman,26-Feb-2026 01:13 PM,finsummary_78083.pdf (319.26 KB),1,290012,HITESH MAZUMDAR,30-Dec-2025 07:12 AM,Accepted-AOC,being the lowest bidder,24-Jul-2026 11:29 AM,Finance,The financial evaluation of the submitted price bid will be carried out and a summary of the financial evaluation will be uploaded later.,Prasanta Barman,19-Feb-2026 03:37 PM,finance_78083.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Document,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,290399,Jayanta Kumar Das,02-Jan-2026 01:16 AM,Rejected-Finance,Not being the lowest bidder,26-Feb-2026 01:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annexures,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,290785,LALBABU MAHATO,01-Jan-2026 06:18 PM,Rejected-Technical,Technically disqualified,18-Feb-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,291218,M/S BHAI BHAI ENTERPRISE,31-Dec-2025 05:03 PM,Rejected-Technical,Technically disqualified,18-Feb-2026 01:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,291315,M S MUNNA ENTERPRISE,01-Jan-2026 12:54 PM,Rejected-Finance,Not being the lowest bidder,26-Feb-2026 01:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,290818,RAFIKUL HUSSAIN,30-Dec-2025 08:41 PM,Rejected-Finance,Not being the lowest bidder,26-Feb-2026 01:13 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,291132,SHIVAM HOUSE OF ENTERPRISE,31-Dec-2025 06:00 PM,Rejected-Finance,Not being the lowest bidder,26-Feb-2026 01:13 PM,,,,,,,AOC
