Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"8,000",Nil,Nil,Yes,"7,87,000",Yes,fixed,,Nil,Nil,17-Jan-2026 12:05 PM,30-Jan-2026 02:30 PM,17-Jan-2026 12:05 PM,30-Jan-2026 02:00 PM,17-Jan-2026 12:05 PM ,21-Jan-2026 11:00 AM ,17-Jan-2026 12:05 PM,30-Jan-2026 02:00 PM,10-Feb-2026 03:00 PM,1.0,SBI Bank,Construction of Bridge in Udalguri district i) Br. No. 1/1 on Road from Uttar Bokrajhar to Dakhin Bokrajhar over river Khulsi,Package No. CE/EAP/ARRBP/OCB/Bridge-1/Udalguri/17 Construction of Bridge in Udalguri district i) Br. No. 1/1 on Road from Uttar Bokrajhar to Dakhin Bokrajhar over river Khulsi,Please refer Tender documents. ,NA ,"3,93,38,000",Civil Works - Bridges,NA ,Tender,180.0,900.0,Udalguri,784509.0,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari ","Office of the Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25 ",21-Jan-2026 11:00 AM ,"O/o the Chief Engineer (EAP), PWRD, Fatasil Ambari",No ,No,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,716719/14,2026_PWRDW_50282_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Chief Engineer (EAP), PWRD","Office of the Chief Engineer (EAP), PWRD, Fatasil Ambari, Guwahati-25",1.0,Fee/PreQual/Technical,.pdf,Tender Fees and EMD Receipt,AOC,CE (EAP),Internal,,Rajiv Borgohain,10-Feb-2026 11:57 AM,10-Feb-2026 03:00 PM,techsummary_80112.pdf (269.73 KB),Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,2026_PWRDW_50282_1,716719/14,Construction of Bridge in Udalguri district i) Br. No. 1/1 on Road from Uttar Bokrajhar to Dakhin Bokrajhar over river Khulsi,1.0,295925.0,M/S FOREVER,INR,"41,265,562",Technical,Technical Bid open,DIPAK KR. NATH,30-Jan-2026 05:54 PM,,1.0,295925.0,M/S FOREVER,30-Jan-2026 01:56 PM,Accepted-AOC,low rate,08-Jul-2026 05:01 PM,Finance,Financial Bid open,Rajiv Borgohain,10-Feb-2026 05:39 PM,,BOQ Comparative Chart,02-Jul-2026,"INR 41,265,562",900.0,Priyanka Chakravarty,08-Jul-2026 05:01 PM,WO.pdf (155.00 KB),CE (EAP),Internal,,Priyanka Chakravarty,02-Jul-2026 04:52 PM,finsummary_80112.pdf (31.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LOT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ESMP,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LOF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
