Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,000",Nil,Nil,Yes,Public Works Roads Department,CS/JTRD/SOPD-G/12/2026-27,2026_PWD_52483_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"81,500",Yes,fixed,,Nil,Nil,22-May-2026 04:30 PM,30-May-2026 02:00 PM,22-May-2026 05:00 PM,30-May-2026 10:00 AM,23-May-2026 10:00 AM ,23-May-2026 02:00 PM ,25-May-2026 12:00 PM,30-May-2026 10:00 AM,19-Jun-2026 02:15 PM,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,SBI Bank,"Improvement of Jagannath Mandir Path including repairing of existing Brick Drain at North Guwahati, under SOPD (G) for the year 2025-26.","Improvement of Jagannath Mandir Path including repairing of existing Brick Drain at North Guwahati, under SOPD (G) for the year 2025-26.",Please refer Tender documents. ,NA ,"40,68,000",Civil Works – Roads,NA ,Tender,180.0,90.0,North Guwahati,781030.0,NA ,NA ,NA ,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,No ,No,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,AOC,Public Works Roads Department,2026_PWD_52483_1,CS/JTRD/SOPD-G/12/2026-27,"Improvement of Jagannath Mandir Path including repairing of existing Brick Drain at North Guwahati, under SOPD (G) for the year 2025-26.",28-Jul-2026,"INR 4,067,615.78",90.0,Deepjyoti Medhi,28-Jul-2026 11:58 AM,FWOsuranjan.pdf (358.00 KB),Awarded,1.0,304265.0,AMARJEET DEKA,28-May-2026 11:50 AM,Rejected-AOC,Not Awarded,28-Jul-2026 11:58 AM,Finance,Financial Bid Opened,Surjya Ram Kalita,19-Jun-2026 03:02 PM,finance_82951.pdf,BOQ Comparative Chart,1.0,304253.0,KALYAN MAHANTA,INR,"4,067,615.78",Technical,Technical bid opened,Deepjyoti Medhi,18-Jun-2026 05:22 PM,technical_82951.pdf,"Santanu Das, EE PWD Jalukbari TRD",Internal,"Binod Kumar Kakoti AEE T/C, Chandan Kataky AEE I, Khitabuddin Ahmed AEE II ,Deepjyoti Medhi AE, Surjya Ram Kalita JE",Deepjyoti Medhi,28-Jul-2026 11:55 AM,finsummary_82951.pdf (357.67 KB),Executive Engineer PWD Jalukbari TRD,Internal,Binod Kumar Kakoti AEE TC Chandan Kataky AEE I Khitabuddin Ahmed AEE II Deepjyoti Medhi AE Surjya Ram Kalita JE,Deepjyoti Medhi,19-Jun-2026 02:13 PM,19-Jun-2026 02:15 PM,techsummary_82951.pdf (350.20 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,304253.0,KALYAN MAHANTA,29-May-2026 12:33 AM,Accepted-AOC,Awarded,28-Jul-2026 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
