Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Dr Ashim Bhuyan,Internal,Dr Roop Shekhar Mohan Dr Bikram Sutradhar Dr Harekrishna Nath,Ashim Bhuyan,21-Jul-2026 10:23 AM,finsummary_82790.pdf (675.33 KB),Technical,Bid Opening Summary,Ashim Bhuyan,02-Jun-2026 10:39 AM,technical_82790.pdf,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Dhubri Medical College and Hospital-HFWD,2026_HFWD_52368_1,Supply of X-Ray Films CT scan,Supply of X-Ray Films CT scan,1.0,304237.0,PEARL MED SCIENCES INDIA,INR,"3,500,000",21-Jul-2026,"INR 5,000,000",365.0,Ashim Bhuyan,21-Jul-2026 10:28 AM,letterofaward.pdf (18.00 KB),AOC,Finance,Financial evalution,Ashim Bhuyan,21-Jul-2026 10:19 AM,finance_82790.pdf,BOQ Comparative Chart,1,304238,MEDICAL FILM SURGICAL,28-May-2026 05:03 PM,Rejected-Technical,Technically DisQualified,26-Jun-2026 03:09 PM,Dr Ashim Bhuyan,Internal,Dr Bikram Sutradhar Dr Bikash Agarwal Dr Saura Kamal Dutta,Ashim Bhuyan,26-Jun-2026 03:09 PM,26-Jun-2026 04:00 PM,techsummary_82790.pdf (1485.46 KB),AOC,"3,000",Nil,Nil,No,"30,000",Yes,fixed,,Nil,Nil,Supply of X-Ray Films CT scan,Supply of X-Ray Films CT scan Films on Rate Contract Basis,Please refer Tender documents. ,NA ,"30,00,000",X Ray Films,Running of Parking Stand  ,Rate Contract,60.0,NA ,Dhubri Medical College and Hospital,783325.0,NA ,NA ,NA ,Dhubri Medical College and Hospital,No ,No,15-May-2026 05:00 PM,30-May-2026 12:00 PM,15-May-2026 05:00 PM,30-May-2026 11:00 AM,NA ,NA ,15-May-2026 05:00 PM,30-May-2026 11:00 AM,26-Jun-2026 04:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Principal cum Chief Superntendent,Dhubri Medical College and Hospital,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Dhubri Medical College and Hospital-HFWD,Supply of X-Ray Films CT scan,2026_HFWD_52368_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2.0,304234.0,P. B. DRUGS SURGICALS,INR,"1,500,000",,,,,,,,,,,,,,2,304234,P. B. DRUGS SURGICALS,29-May-2026 08:48 PM,Accepted-AOC,As per Tender and Purchase Committee decision,21-Jul-2026 10:28 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,304237,PEARL MED SCIENCES INDIA,29-May-2026 09:04 PM,Accepted-AOC,As per Tender and Purchase Committee decision,21-Jul-2026 10:28 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
