Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"Tech-I(H_E)/14/2026/2 Dated Guwahati the 09th March, 2026",2026_PWBNH_52161_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,24-Mar-2026 03:30 PM,10-Apr-2026 03:30 PM,24-Mar-2026 03:30 PM,10-Apr-2026 02:00 PM,NA ,NA ,24-Mar-2026 03:30 PM,10-Apr-2026 02:00 PM,15-May-2026 05:05 PM,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","4,970",Nil,Nil,No,1.0,SBI Bank,Construction of Boundary wall 1. New Girls Hostel 2. Boys Hostel No. 1 3. From JIST side gate to Rain Forest Research Institute Boundary Wall 4. JIST Classroom and office at JIST under SOPD-G during the year 2025-26,Construction of Boundary wall 1. New Girls Hostel 2. Boys Hostel No. 1 3. From JIST side gate to Rain Forest Research Institute Boundary Wall 4. JIST Classroom and office at JIST under SOPD-G during the year 2025-26,Please refer Tender documents. ,NA ,"2,48,19,868",Civil Works - Building,NA ,Tender,180.0,365.0,Jorhat,785010.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",27-Mar-2026 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,"4,96,397",Yes,percentage,2.0%,Nil,Nil,AOC,Chief Engineer,Internal,,ABIDUR RAHMAN,15-May-2026 05:01 PM,15-May-2026 05:05 PM,techsummary_82560.pdf (168.82 KB),1.0,303199.0,DHANUKA CONSTRUCTION,INR,"21,841,400",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_52161_1,"Tech-I(H_E)/14/2026/2 Dated Guwahati the 09th March, 2026",Construction of Boundary wall 1. New Girls Hostel 2. Boys Hostel No. 1 3. From JIST side gate to Rain Forest Research Institute Boundary Wall 4. JIST Classroom and office at JIST under SOPD-G during the year 2025-26,Finance,Financial opened,Subrata Bora,15-May-2026 05:14 PM,finance_82560.pdf,BOQ Comparative Chart,Technical,Technical opened,ABIDUR RAHMAN,14-May-2026 03:39 PM,technical_82560.pdf,1,303313,Bhabananda Nath,09-Apr-2026 10:21 PM,Rejected-Technical,Non-responsive,15-May-2026 05:01 PM,10-Jul-2026,"INR 21,841,400",365.0,Subrata Bora,10-Jul-2026 02:29 PM,DhanukaConstructionJIST.pdf (703.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,24-Jun-2026 01:48 PM,finsummary_82560.pdf (437.42 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,303312,BROJEN GOGOI,10-Apr-2026 01:47 PM,Rejected-AOC,Not Awarded,10-Jul-2026 02:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,303199,DHANUKA CONSTRUCTION,10-Apr-2026 01:36 PM,Accepted-AOC,Awarded,10-Jul-2026 02:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,303314,Gauravjyoti Bora,09-Apr-2026 10:39 PM,Rejected-Technical,Non-responsive,15-May-2026 05:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,303200,KHAGENDRA NATH SARKAR,07-Apr-2026 12:33 PM,Rejected-Technical,Non-responsive,15-May-2026 05:01 PM,,,,,,,,,,,,,AOC
