Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Finance,financial Bids are opened,DIPAK KR. NATH,04-May-2026 05:12 PM,,BOQ Comparative Chart,1.0,301787.0,M/S ASSAM AGENCIES,20-Mar-2026 01:45 PM,Rejected-Finance,Reject,06-Jul-2026 03:17 PM,Technical,Technical bids are opened,DIPAK KR. NATH,24-Mar-2026 03:37 PM,,"CE (EAP), PWRD, Assam, Fatasil Ambari",Internal,,Dibyajyoti Nath,06-Jul-2026 03:17 PM,finsummary_82143.pdf (90.14 KB),06-Jul-2026,"INR 21,708,407",720.0,Dibyajyoti Nath,06-Jul-2026 03:21 PM,WO.pdf (87.00 KB),"Chief Engineer, EAP, PWRD",Internal,,Dibyajyoti Nath,04-May-2026 03:57 PM,04-May-2026 04:00 PM,techsummary_82143.pdf (250.85 KB),Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2026_PWRDW_51761_5,RFB No CE/EAP/ARRBP/BR/Z4/2025/T07,R.C.C Br No 1/1 Pakriguri to Balamguri over river Modati Kokrajhar/20,1.0,301690.0,SUNITI CONSTRUCTION PVT LTD,INR,"21,708,407",AOC,"4,500",Nil,Nil,No,R.C.C Br No 1/1 Pakriguri to Balamguri over river Modati Kokrajhar/20,R.C.C Br No 1/1 Pakriguri to Balamguri over river Modati CE/EAP/ARRBP/OCB/Bridge-1/Kokrajhar/20,Please refer Tender documents. ,NA ,"2,24,03,000",Civil Works - Bridges,NA ,Tender,180.0,720.0,Kokrajhar,783370.0,NA ,NA ,NA ,"O/o the Chief Engineer, EAP, PWRD, Assam, Fatasil",No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Fees Receipt,1.0,Corrigendum for Correction in Date and RFB in SBD,Technical Bid,,"4,48,000",Yes,fixed,,Nil,Nil,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,RFB No CE/EAP/ARRBP/BR/Z4/2025/T07,2026_PWRDW_51761_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Mar-2026 04:00 PM,20-Mar-2026 02:30 PM,09-Mar-2026 04:00 PM,20-Mar-2026 02:00 PM,09-Mar-2026 04:00 PM ,20-Mar-2026 02:00 PM ,09-Mar-2026 04:00 PM,20-Mar-2026 02:00 PM,04-May-2026 04:00 PM,"Chief Engineer, EAP, PWRD, Assam","Chief Engineer, EAP, PWRD, Assam",AOC
,,,,,,2.0,301405.0,Sanswrang Basumatary,20-Mar-2026 01:20 PM,Rejected-Finance,Reject,06-Jul-2026 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,301690.0,SUNITI CONSTRUCTION PVT LTD,20-Mar-2026 01:57 PM,Accepted-AOC,Awarded Contract Bidder,06-Jul-2026 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid (technical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ESMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LOB(Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
