Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Financial Opening,Jintu Uzir,09-Jul-2026 12:25 PM,,BOQ Comparative Chart,1.0,303971.0,Bureau Veritas (India) Pvt. Ltd.,26-May-2026 12:22 PM,Not Admitted-Fee/PreQual/Technical,Others-Hard copy Not submitted,12-Jun-2026 05:47 PM,Jaga Mohan Basumatary,Internal,,Jintu Uzir,12-Jun-2026 05:49 PM,15-Jun-2026 11:00 AM,techsummary_82684.pdf (800.01 KB),1.0,304066.0,SONNE INFRASTRUCTURE PRIVATE LIMITED,INR,"5,794,946",Jaga Mohan Basumatary,Internal,,Jintu Uzir,09-Jul-2026 12:26 PM,finsummary_82684.pdf (218.46 KB),Technical,Technical Opening,Jintu Uzir,12-Jun-2026 05:47 PM,,09-Jul-2026,"INR 5,794,946",900.0,Jintu Uzir,09-Jul-2026 12:28 PM,WO_11.pdf (267.00 KB),Work Order,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2026_BTC_52265_1,ACE-10/PWD/PMC/BTC/2024-25/23,"PMC services for Organic Manure Production Centre at Jharaguri, District Kokrajhar Assam.",AOC,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,ACE-10/PWD/PMC/BTC/2024-25/23,2026_BTC_52265_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,SBI Bank,09-May-2026 12:00 PM,26-May-2026 03:00 PM,09-May-2026 12:00 PM,26-May-2026 01:00 PM,NA ,NA ,09-May-2026 12:00 PM,26-May-2026 01:00 PM,15-Jun-2026 11:00 AM,"PMC services for Organic Manure Production Centre at Jharaguri, District Kokrajhar Assam.","PMC services for Organic Manure Production Centre at Jharaguri, District Kokrajhar Assam.",Please refer Tender documents. ,NA ,"57,94,946",Consultancy,NA ,Tender,180.0,900.0,Kokrajhar,783370.0,"O/o the Addl. Chief Engineer cum Director, PWD BTC ","O/o the Addl. Chief Engineer cum Director, PWD, BTC, Kokrajhar. ",16-May-2026 12:00 PM ,"O/o the Addl. Chief Engineer cum Director, PWD BTC",No ,No,"1,15,899",No,fixed,,Nil,Nil,"Addl. Chief Engineer cum Director, PWD BTC","O/o the Addl. Chief Engineer cum Director, PWD, BTC, Kokrajhar.",1.0,Fee/PreQual/Technical,.pdf,Technical Documents,AOC
,,,,,,2.0,304066.0,SONNE INFRASTRUCTURE PRIVATE LIMITED,26-May-2026 10:43 AM,Accepted-AOC,L1,09-Jul-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FINANCIAL PROPOSAL FORM,AOC
