Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
16-Jul-2026,"INR 10,746,000",365.0,Kapil Saikia,27-Jul-2026 01:14 PM,onm.pdf (330.00 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,2025_UDD_48973_1,TMB/TECH/15TH FC(1st INSTL)/Tied Grant/2219,O and M of Existing Sets of Mini Desilting Machine for a period of 1 Year,Finance,all admitted,Naba Jyoti Das,18-Dec-2025 11:45 AM,,BOQ Comparative Chart,1,289190,Manan Enterprises,12-Dec-2025 02:41 AM,Accepted-AOC,Lowest Bidder,27-Jul-2026 01:14 PM,CHAIRMAN,Internal,,Kapil Saikia,18-Dec-2025 11:27 AM,18-Dec-2025 11:35 AM,techsummary_77723.pdf (262.22 KB),1.0,289190.0,Manan Enterprises,INR,"10,746,000",Technical,ALL BIDDERS ADMITTED,Kapil Saikia,17-Dec-2025 04:52 PM,,Chairman,Internal,,Kapil Saikia,15-Jul-2026 12:08 PM,finsummary_77723.pdf (449.45 KB),AOC,"1,62,000",No,fixed,,Nil,Nil,O and M of Existing Sets of Mini Desilting Machine for a period of 1 Year,O and M of Existing Sets of Mini Desilting Machine for a period of 1 Year,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,TINSUKIA MUNICIPAL BOARD,786125.0,Tinsukia Municipal Board ,Tinsukia Municipal Board ,08-Dec-2025 02:00 PM ,Office of Tinsukia Municipal Board,No ,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,1.0,SBI Bank,"10,000",Nil,Nil,No,01-Dec-2025 06:00 PM,16-Dec-2025 11:00 AM,01-Dec-2025 06:00 PM,15-Dec-2025 09:00 AM,NA ,NA ,01-Dec-2025 06:00 PM,15-Dec-2025 09:00 AM,18-Dec-2025 11:35 AM,Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,TMB/TECH/15TH FC(1st INSTL)/Tied Grant/2219,2025_UDD_48973_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"Executive Officer,Tinsukia Municipal Board",Tinsukia Municipal Board,AOC
,,,,,,,,,,,,,,,,2,289255,QUALITY HYDRAULICS PVT LTD,12-Dec-2025 04:58 PM,Rejected-Finance,SECOND LOWEST BIDDER,15-Jul-2026 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
