S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,303420.0,MS ZS CONSTRUCTION,INR,"15,336,544",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_52164_1,CE/TB-II (H_E)/49/2023/Pt/3 Dated 13.03.2026,Construction of boundary wall on the extended allocated land of NIPER Guwahati Campus (2 nos. of sections) for the year 2025-26,Chief Engineer,Internal,,ABIDUR RAHMAN,26-May-2026 03:19 PM,26-May-2026 03:20 PM,techsummary_82564.pdf (858.31 KB),Addl. CE PW (H and E),Internal,,Shaswati Saikia,06-Jul-2026 03:35 PM,finsummary_82564.pdf (517.36 KB),06-Jul-2026,"INR 15,336,544",365.0,Shaswati Saikia,06-Jul-2026 03:39 PM,AOC.pdf (621.00 KB),Award alloted to L1 bidder,Finance,Financial bid opened,Shaswati Saikia,06-Jul-2026 03:26 PM,finance_82564.pdf,BOQ Comparative Chart,1,303464,ABDUL MONNAF MONDAL,20-Apr-2026 01:55 PM,Rejected-Technical,rejected,26-May-2026 03:19 PM,Technical,Technical Bid Opened,Shaswati Saikia,20-Apr-2026 03:52 PM,technical_82564.pdf,AOC,25-Mar-2026 05:00 PM,20-Apr-2026 03:30 PM,27-Mar-2026 11:30 AM,20-Apr-2026 02:00 PM,NA ,NA ,02-Apr-2026 02:30 PM,20-Apr-2026 02:00 PM,26-May-2026 03:20 PM,"Addl CE, H_E, PW (H_E) Deptt, Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","3,600",Nil,Nil,No,"3,60,860",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-II (H_E)/49/2023/Pt/3 Dated 13.03.2026,2026_PWBNH_52164_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Construction of boundary wall on the extended allocated land of NIPER Guwahati Campus (2 nos. of sections) for the year 2025-26,Construction of boundary wall on the extended allocated land of NIPER Guwahati Campus (2 nos. of sections) for the year 2025-26,Please refer Tender documents. ,NA ,"1,80,42,993",Civil Works - Building,NA ,Tender,180.0,365.0,Guwahati,781101.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",02-Apr-2026 11:00 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,303457,Art E Mide Construction Private Limited,20-Apr-2026 12:05 PM,Rejected-Technical,rejected,26-May-2026 03:19 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,303397,Jyoti Constro Commercials,20-Apr-2026 11:48 AM,Rejected-Finance,L2 Bidder,06-Jul-2026 03:35 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,303349,M/S D. S. ENTERPRISE,11-Apr-2026 05:37 PM,Rejected-Finance,L3 Bidder,06-Jul-2026 03:35 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,303412,M/S. M.P. AGARWALLA,19-Apr-2026 02:00 PM,Rejected-Technical,rejected,26-May-2026 03:19 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,303420,MS ZS CONSTRUCTION,20-Apr-2026 01:43 PM,Accepted-AOC,L1 bidder,06-Jul-2026 03:40 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,303423,Ramesh Kr. Agarwalla,19-Apr-2026 12:22 PM,Rejected-Technical,rejected,26-May-2026 03:19 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
