S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Corrigendum 1,Technical Bid,,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,EAP/ARRBP eCF No 720769/7,2025_PWRDW_49122_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,10-Dec-2025 09:00 AM,30-Dec-2025 02:30 PM,10-Dec-2025 09:00 AM,30-Dec-2025 02:00 PM,10-Dec-2025 09:00 AM ,17-Dec-2025 11:00 AM ,10-Dec-2025 09:00 AM,30-Dec-2025 02:00 PM,12-Jan-2026 11:45 AM,"7,000",Nil,Nil,No,Dhemaji/15 Construction of Bridge i) Br No 4/1 of Gandhia to Thekeraguri Road,Construction of Bridge in DhemajiDistrict i) Br No 4/1 of Gandhia to Thekeraguri Road,Please Refer to Tender Documents ,NA ,"3,70,19,000",Civil Works - Bridges,NA ,Tender,90.0,900.0,Dhemaji District,787110.0,"O/o the CE (EAP)PWRD, Fatasil Ambari ","O/o the CE (EAP)PWRD, Fatasil Ambari ",17-Dec-2025 11:00 AM ,"O/o the CE (EAP)PWRD, Fatasil Ambari",No ,No,"7,40,380",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD Receipt,1.0,SBI Bank,"CE (EAP) PWRD, Fatasil Ambari","O/o the CE (EAP)PWRD, Fatasil Ambari",AOC,Technical,Technical bid opened,Rajiv Borgohain,10-Jan-2026 05:59 PM,,1.0,290059.0,M/s Purbanchal Suppliers & Contractors,30-Dec-2025 10:27 AM,Rejected-Finance,L2 Bidder,24-Jul-2026 05:18 PM,Finance,Financial Bids opened,Rajiv Borgohain,12-Jan-2026 11:57 AM,,BOQ Comparative Chart,Chief Engineer EAP PWRD,Internal,,Dibyajyoti Nath,24-Jul-2026 05:18 PM,finsummary_78053.pdf (256.18 KB),24-Jul-2026,"INR 35,905,697",900.0,Dibyajyoti Nath,24-Jul-2026 05:20 PM,FWOLak32.pdf (256.00 KB),Lakhimpur/32 Construction of Bridge i) Br No 4/1 of Gandhia to Thekeraguri Road,"Chief Engineer,(EAP) PWRD,Assam",Internal,,Dibyajyoti Nath,12-Jan-2026 11:43 AM,12-Jan-2026 11:45 AM,techsummary_78053.pdf (95.32 KB),1.0,291049.0,PROBIN DIHINGIA,INR,"35,905,697",Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,2025_PWRDW_49122_6,EAP/ARRBP eCF No 720769/7,Dhemaji/15 Construction of Bridge i) Br No 4/1 of Gandhia to Thekeraguri Road,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,AOC,,,,,,2.0,291049.0,PROBIN DIHINGIA,30-Dec-2025 01:53 PM,Accepted-AOC,L1 Bidder,24-Jul-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Specification,,,,,AOC,,,,,,3.0,290984.0,Shree Ganesh Enterprises,30-Dec-2025 09:49 AM,Rejected-Technical,Not Qualified,12-Jan-2026 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Detail,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Technical Bid,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Financial Bid,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
