Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Receipt of on line payment for Cost of Bid and Security Deposit Money,SE PWD Silchar Building Circle Silchar,SE PWD Silchar Building Circle Silchar,"Renovation of Circuit House, Sribhumi","Civil, Sanitary and Water supply and Electrical Work and Road Work",As per NIT ,NA ,"1,36,96,089",Civil Works - Building,NA ,Rate Contract,180.0,180.0,"Circuit House, Sribhumi",788710.0,SE PWD Silchar Building Circle Silchar ,SE PWD Silchar Building Circle Silchar ,26-Feb-2026 12:00 PM ,SE PWD Silchar Building Circle Silchar,No ,No,1.0,SBI Bank,"2,73,922",Yes,percentage,2.0%,Nil,Nil,17-Feb-2026 05:10 PM,10-Mar-2026 04:00 PM,17-Feb-2026 05:10 PM,10-Mar-2026 02:00 PM,17-Feb-2026 05:10 PM ,10-Mar-2026 02:00 PM ,17-Feb-2026 05:10 PM,10-Mar-2026 02:00 PM,11-Mar-2026 01:05 PM,1.0,Correction Notice,Technical Bid,,"3,000",Nil,Nil,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Silchar Circle - PWBNH,SBC/CS/2025-26/09/635,2026_PWBNH_51289_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Anup Kr. Chakraborty,Internal,ParthaPratimNathAEESiprangshuDasAEETCICSiprangshuDasAEEETCIC,ANUP DEBNATH,11-Mar-2026 01:01 PM,11-Mar-2026 01:05 PM,techsummary_81492.pdf (2141.90 KB),1.0,300577.0,Shree Gautam Construction Co. Ltd.,INR,"14,560,606",Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Silchar Circle - PWBNH,2026_PWBNH_51289_1,SBC/CS/2025-26/09/635,"Renovation of Circuit House, Sribhumi",Technical,Bid Opening Summary and Minutes of Technical Bid Evaluation,ANUP DEBNATH,11-Mar-2026 12:53 PM,technical_81492.pdf,1.0,300723.0,GANGWAL ENGINEERING & CONSTRUCTION CO. PVT.LTD,07-Mar-2026 07:00 PM,Rejected-AOC,2nd Lowest,14-Jul-2026 06:21 PM,Finance,Minutes of Financial Bid Evaluation,ANUP DEBNATH,11-Mar-2026 09:59 PM,finance_81492.pdf,BOQ Comparative Chart,08-May-2026,"INR 14,560,606",365.0,ANUP DEBNATH,14-Jul-2026 06:21 PM,AOCCIRCUITHOUSE092526.pdf (1267.00 KB),Award of Contract,Anup Kr. Chakraborty,Internal,ParthaPratimNathAEESiprangshuDasAEETCICSiprangshuDasAEEETC,ANUP DEBNATH,11-Mar-2026 10:02 PM,finsummary_81492.pdf (256.25 KB),AOC
,,.pdf,Prequalification of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,300577.0,Shree Gautam Construction Co. Ltd.,09-Mar-2026 01:35 PM,Accepted-AOC,Lowest Bidder,14-Jul-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
