Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Chief Engineer, Water Resources Department","Assam Water Centre, O/o the Chief Engineer, WRD, 5th Floor, Basistha, Guwahati-29.","64,30,775",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Department of Water Resources||Chief Engineer - DoWR,SIVASAGAR/2025-26/NDMF/I,2025_DoWR_48167_2,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,Flood management by Capacity Augmentation of Fekalai Wetland area for flood regulation.,Flood management by Capacity Augmentation of Fekalai Wetland area for flood regulation.,Please refer Tender documents. ,NA ,"32,15,38,748",Civil Works,NA ,Tender,180.0,500.0,"Fekalai Wetland, Sivasagar",785667.0,NA ,NA ,NA ,Guwahati,No ,No,"20,000",Nil,Nil,No,13-Mar-2026 06:55 PM,16-Mar-2026 03:00 PM,13-Mar-2026 06:55 PM,16-Mar-2026 02:00 PM,NA ,NA ,14-Mar-2026 10:00 AM,16-Mar-2026 02:00 PM,07-May-2026 05:45 PM,AOC,1.0,301397.0,SANJIB BORUAH,INR,"321,537,728.2",11-Jul-2026,"INR 321,537,728.2",500.0,Jayanta Kumar Barman,11-Jul-2026 03:00 PM,FWO_SIVASAGAR_FEKALAI.PDF (2322.00 KB),Flood management by Capacity Augmentation of Fekalai Wetland area for flood regulation.,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,22-Jun-2026 01:14 PM,,BOQ Comparative Chart,Director Design,Internal,,Jayanta Kumar Barman,11-Jul-2026 02:56 PM,finsummary_82345.pdf (280.70 KB),Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,07-May-2026 05:38 PM,,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_48167_2,SIVASAGAR/2025-26/NDMF/I,Flood management by Capacity Augmentation of Fekalai Wetland area for flood regulation.,1,301303,Raju Khanikar,16-Mar-2026 11:11 AM,Rejected-AOC,Not Qualified for AOC,11-Jul-2026 03:00 PM,Director Design,Internal,,Jayanta Kumar Barman,07-May-2026 05:41 PM,07-May-2026 05:45 PM,techsummary_82345.pdf (131.30 KB),AOC
,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,301397,SANJIB BORUAH,16-Mar-2026 12:26 AM,Accepted-AOC,AWARDED,11-Jul-2026 03:00 PM,,,,,,,,AOC
