Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2026_PWRDW_51947_3,eCF No 720769/15,Lakhimpur 33 - Construction of Bridge in Lakhimmpur District i) Br. No. 1/1 on Khora Bund to Gobindagaon,Construction of Bridge in Lakhimmpur District i) Br. No. 1/1 on Khora Bund to Gobindagaon,Works,Open Tender,Item Rate,Civil Works - Bridges,No,No,NA ,13-Mar-2026 06:00 PM,19-Mar-2026 11:00 AM ,180.0,No ,No,Online,26-Mar-2026 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,Dhemaji District,787054.0,2.0,"7,35,92,600",Ashok Kumar Agarwalla,"77,272,220",Accepted-AOC,13-Jul-2026,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP
2026_PWRDW_50657_5,EAP/ARRBP/02/TENDERS/2024/60,ARRBP/OCB/Bridge 1/Kokrajhar/18 R.C.C Br No 1by2 Majulibari_shyamthaibari road,CE/EAP/ARRBP/OCB/Bridge 1/Kokrajhar/18 R.C.C Br No 1by2 Majulibari_shyamthaibari road,Works,Open Tender,Item Rate,Civil Works - Bridges,No,No,NA ,03-Feb-2026 09:00 AM,10-Feb-2026 11:00 AM ,180.0,No ,No,Online,17-Feb-2026 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,Kokrajhar district,783370.0,2.0,"1,41,44,000",Nabaraj Narzary,"14,849,000",Accepted-AOC,02-Jul-2026,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program
2025_PWD_47663_4,SNSTRD/T-2/ SOPD-G/ET(A)/2025-26/02,"SNSTRD_SOPD-G_ET(A)_25_26_04 Construction of road starting from (i) NH 8 at Suprakandi Road to Rakhal bari Temple via Subash Nath House, (ii) NH 8 at Suprakandi Road to Harinagar Kalibari, (iii) NH-8 near Sribhumi Byepass to Bhatgram Village, (iv) NH","SNSTRD_SOPD-G_ET(A)_25_26_04 Construction of road starting from (i) NH 8 at Suprakandi Road to Rakhal bari Temple via Subash Nath House, (ii) NH 8 at Suprakandi Road to Harinagar Kalibari, (iii) NH-8 near Sribhumi Byepass to Bhatgram Village, (iv) NH",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,24-Sep-2025 02:00 PM,26-Sep-2025 02:00 PM ,180.0,No ,No,Online,13-Oct-2025 12:00 PM,Public Works Roads Department,Sribhumi,788710.0,2.0,"1,70,22,998",CHAMPA DEB,"17,021,894",Accepted-AOC,02-Jul-2026,Public Works Roads Department
2026_ID_52639_1,ACE_IMP_MI_T_E-691992/227 Date_05_06_2026,Remodelling and Improvement of Behali FIS under SOPD-G for the year 2025-2026 under Biswanath Behali Division _I_ Biswanath Chariali of Assam,Remodelling and Improvement of Behali FIS under SOPD-G for the year 2025-2026 under Biswanath Behali Division _I_ Biswanath Chariali of Assam,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,06-Jun-2026 06:00 PM,NA ,180.0,No ,No,Online,29-Jun-2026 03:00 PM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,Biswanath,784176.0,2.0,"4,43,57,427",KHANDELWAL CONSTRUCTION JV,"44,357,427",Accepted-AOC,15-Jul-2026,Irrigation Department||Chief Engineer(Major)-Irrigation Dept
2025_BoTC_45240_1,DPRD/BTC/15th FC/UT(VIII)/Udl-19/2025/10,"Const. of EF and SG road from Mohanpur PWD road to Dariya house, via Mohanpur Dakhars fishery Tank Gwmshabil with 3 Nos HPC Under 15th Finance Commission for the year 2023-24 during 2025-26.",DPRD/BTC/15th FC/UT(VIII)/Udl-19/2025/10,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,30-Jun-2025 10:30 AM,NA ,180.0,No ,No,Online,15-Jul-2025 03:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Rowta Udalguri,784508.0,2.0,"32,00,000",Raju Brahma,"3,199,997.03",Accepted-AOC,30-Jul-2025,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2025_PWD_47085_21,CE/DEV/TB/60/2025-26/15 Dtd- 06.08.2025,MMPPNA_RIDF_XXXI_25_26_471 Improvement of road from (i) Milan Bazar to Bherabhitha road (ii) Bhaktaduba to Balapara Road Kawaimari to 11 no block waste side Kaldiya River via Kawaimari J Lata LP School (iii) Rangia Nodir Gaon to Zero Bazar under Mukh,MMPPNA_RIDF_XXXI_25_26_471 Improvement of road from (i) Milan Bazar to Bherabhitha road (ii) Bhaktaduba to Balapara Road Kawaimari to 11 no block waste side Kaldiya River via Kawaimari J Lata LP School (iii) Rangia Nodir Gaon to Zero Bazar under Mukh,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,30-Aug-2025 02:00 PM,04-Sep-2025 12:00 PM ,180.0,No ,No,Online,19-Sep-2025 02:30 PM,Public Works Roads Department,Pakabetbari,781352.0,2.0,"3,10,93,000",DIPAK DAS,"31,092,000",Accepted-AOC,23-Jul-2026,Public Works Roads Department
2026_HE_52630_1,AVC/Floor works_Arya Vidyapeeth College,"Providing fitting and fixing vitrified floor tiles (600 X 600) over the existing cc floor of classrooms at ground, first and second floor at Arya Vidyapeeth College, Guwahati","Providing fitting and fixing vitrified floor tiles (600 X 600) over the existing cc floor of classrooms at ground, first and second floor at Arya Vidyapeeth College, Guwahati",Works,Open Tender,Item Wise,Civil Works,No,No,NA ,05-Jun-2026 01:00 PM,10-Jun-2026 12:00 PM ,180.0,No ,No,Online,25-Jun-2026 03:00 PM,Department of Higher Education||Directorate of Higher Education||Arya Vidyapeeth College,"Arya Nagar, Guwahati",781016.0,2.0,"37,42,721",ABUL HUSSAIN CHOUDHURY,"2,935,332",Rejected-Technical,02-Jul-2026,Department of Higher Education||Directorate of Higher Education||Arya Vidyapeeth College
2026_DoIT_52566_1,AEDC/SDC/2025-26/23,Supply and Installation of Laptop Desktop and peripherals,Supply and Installation of Laptop Desktop and peripherals,Goods,Open Tender,Item Wise,Computer- H/W,No,No,NA ,30-May-2026 05:00 PM,NA ,180.0,No ,No,Online,06-Jul-2026 02:30 PM,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,Guwahati,781021.0,2.0,,DIGITAL INTEGRATION,"3,639,120",Rejected-Technical,31-Jul-2026,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT
2026_PWRDW_50282_1,716719/14,Construction of Bridge in Udalguri district i) Br. No. 1/1 on Road from Uttar Bokrajhar to Dakhin Bokrajhar over river Khulsi,Package No. CE/EAP/ARRBP/OCB/Bridge-1/Udalguri/17 Construction of Bridge in Udalguri district i) Br. No. 1/1 on Road from Uttar Bokrajhar to Dakhin Bokrajhar over river Khulsi,Works,Open Tender,Item Rate,Civil Works - Bridges,No,No,NA ,17-Jan-2026 12:05 PM,21-Jan-2026 11:00 AM ,180.0,No ,No,Online,30-Jan-2026 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP,Udalguri,784509.0,2.0,"3,93,38,000",M/S FOREVER,"41,265,562",Accepted-AOC,02-Jul-2026,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||PWD (R) - ARRBP
2026_PWD_50632_3,Tech/NDTRD/NIT/1028/4296 dated 28.01.2026,Tihu_PDNA_2025-26_75,Recovery and Reconstruction of Rajakhat Banekuchi to Madhupur Road (Akhra-Bihampur) under NDRF (PDNA-2022) for the year 2025-26.,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,03-Feb-2026 10:30 AM,NA ,180.0,No ,No,Online,13-Feb-2026 10:30 AM,Public Works Roads Department,Nalbari,781335.0,2.0,"24,52,000",NUR MAHAMMAD AHMED,"1,961,091",Rejected-Technical,06-Jul-2026,Public Works Roads Department
