Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_PWD_44508_1,CE/CW/04/2025-26_H.BorgohainRd,"Improvement and Renovation of Homen Borgohain Road (S.H. -03) (From Ch. 0.00 Km (Narengi Tiniali) to Ch. 17.60 Km(Gobardhan Chariali) and link road at Dalbari, Satgaon under SOPD(G) for the year 2024-25","Improvement and Renovation of Homen Borgohain Road (S.H. -03) (From Ch. 0.00 Km (Narengi Tiniali) to Ch. 17.60 Km(Gobardhan Chariali) and link road at Dalbari, Satgaon under SOPD(G) for the year 2024-25",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,24-May-2025 09:00 AM,NA ,180.0,No ,No,Online,06-Jun-2025 02:30 PM,Public Works Roads Department,Guwahati,781006.0,2.0,"49,36,39,500",HIGH-TECH ECOGREEN CONTRACTORS LLP,"493,639,474",Accepted-AOC,07-Nov-2025,Public Works Roads Department
2025_BoTC_45629_1,DOE/BTC/SSA/DAJGUA/Hostel/01,Construction of 50 bedded hostel separately for boys and girls under the scheme Dharti Aaba Janjatiya Gram Utkarsh Abhiyan at SIMBARGAON HIGHER SECONDARY SCHOOL in Kokrajhar District,Construction of 50 bedded hostel separately for boys and girls under the scheme Dharti Aaba Janjatiya Gram Utkarsh Abhiyan at SIMBARGAON HIGHER SECONDARY SCHOOL in Kokrajhar District,Works,Open Tender,Works,Civil Works,No,No,NA ,16-Jul-2025 09:00 AM,NA ,180.0,No ,No,Online,12-Aug-2025 03:00 PM,Bodoland Territorial Council||Education-BTC,BTR,783370.0,2.0,"3,59,88,860",MANNAT ENTERPRISE,"37,140,566.71",Rejected-AOC,10-Nov-2025,Bodoland Territorial Council||Education-BTC
2025_UDD_44479_1,smb/690/2048-53,CONSTRUCTION OF COVERED DRAIN AT KHIJNOOR ALI ROAD LEFT SIDE FROM THE JUNCTION OFBABUPATTY ROAD UP TO J.P. AGARWALLA ROAD AT WARD NO- 5 OF SIVASAGAR MUNICIPAL BOARD UNDER15TH FC,CONSTRUCTION OF COVERED DRAIN AT KHIJNOOR ALI ROAD LEFT SIDE FROM THE JUNCTION OFBABUPATTY ROAD UP TO J.P. AGARWALLA ROAD AT WARD NO- 5 OF SIVASAGAR MUNICIPAL BOARD UNDER15TH FC,Works,Open Tender,Works,Civil Works,No,No,NA ,23-May-2025 02:00 PM,NA ,180.0,No ,No,Online,10-Jun-2025 03:00 PM,Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board,OFFICE OF THE SIBSAGAR MUNICIPAL BOARD,785640.0,2.0,"56,79,301",HITESH DUTTA,"5,111,370.9",Accepted-AOC,15-Nov-2025,Urban Development Department||Directorate of Municipality Administration - UDD||Sibsagar Municipal Board
2025_PHED_47867_1,SEPHE/GC/TB-152/Vol-31/25-26,RECONSTRUCTION OF DISTRIBUTION PIPE LINES OF DIFFERENT DIA FROM TOP HILL STATION OF GMC WSS TO REGIONAL COLLEGE OF NURSING and ITS PERIPHERY UNDER WATER WORKS SUB DIVISION,RECONSTRUCTION OF DISTRIBUTION PIPE LINES OF DIFFERENT DIA FROM TOP HILL STATION OF GMC WSS TO REGIONAL COLLEGE OF NURSING and ITS PERIPHERY UNDER WATER WORKS SUB DIVISION UNDER GUWAHATI DIVISION NO II UNDER SOPD-G THE YEAR 2024-25,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,07-Oct-2025 04:00 PM,14-Oct-2025 02:00 PM ,180.0,No ,No,Online,30-Oct-2025 03:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,TV Tower on Narakasur Hill,781003.0,2.0,"58,04,000",Sri Mriganka Das,"5,801,163",Rejected-Technical,10-Nov-2025,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED
2025_PCCF_48296_1,APFBC/Ph-II/RWAB/2025/397/32,"UPGRADATION OF ARANYA BHAWAN, PANJABARI, GUWAHATI","UPGRADATION OF ARANYA BHAWAN, PANJABARI, GUWAHATI",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Oct-2025 10:00 AM,NA ,120.0,No ,No,Online,06-Nov-2025 03:00 PM,Pr. Chief Conservator of Forest and Head of Forest Force||Assam Project on Forest and Biodiversity Conservation Society (APFBC),"Panjabari, Guwahati",781037.0,2.0,,Sri Krishna Barman,"17,399,800",Rejected-Technical,19-Nov-2025,Pr. Chief Conservator of Forest and Head of Forest Force||Assam Project on Forest and Biodiversity Conservation Society (APFBC)
2025_WPTBC_46281_1,PTDC/Engg/2024-25/383(B),"Construction of ITI Boys/ Girls Hostel including furnitures for 10 Nos. under Article 275(1) of the Constitution of India during the year 2024-25 (ITI, Kazigaon, Parbatjhora, Kokrajhar)","Construction of ITI Boys/ Girls Hostel including furnitures for 10 Nos. under Article 275(1) of the Constitution of India during the year 2024-25 (ITI, Kazigaon, Parbatjhora, Kokrajhar)",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,11-Aug-2025 01:30 PM,11-Aug-2025 03:00 PM ,120.0,No ,No,Online,25-Aug-2025 03:00 PM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,"ITI, Kazigaon, Parbatjhora, Kokrajhar",783334.0,2.0,"2,00,00,000",M/S P.D. ENTERPRISE,"199,990,756.18",Rejected-Technical,03-Nov-2025,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC
2025_UDD_46492_1,TMB(Tech)15th FC/(Untied Grant)/1177(67C),Construction of RCC Drain at Matri Nagar Main Road (Left),Construction of RCC Drain at Matri Nagar Main Road (Left),Works,Open Tender,Works,Civil Works,No,No,NA ,14-Aug-2025 02:00 PM,NA ,180.0,No ,No,Online,08-Sep-2025 11:00 AM,Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board,Tinsukia,786125.0,2.0,"21,54,000",Maverick Enterprise,"1,938,600",Rejected-Finance,17-Oct-2025,Urban Development Department||Directorate of Municipality Administration - UDD||Tinsukia Municipal Board
2025_PWBNH_46890_1,CE/TB-IV(H_E)/39/2025/56 Dated Guwahati the 16th August 2025,"Balance work for construction of proposed ITI under MSDP at Kathpara under Laokhowa Mouza in Nagaon district, Assam","Balance work for construction of proposed ITI under MSDP at Kathpara under Laokhowa Mouza in Nagaon district, Assam",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,23-Aug-2025 05:00 PM,26-Aug-2025 11:00 AM ,180.0,No ,No,Online,01-Sep-2025 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Nagaon,782001.0,2.0,"2,00,81,232",SHAH NIZAMUDDIN AHMED,"20,061,150",Rejected-AOC,11-Nov-2025,Public Works Building and NH Department||Chief Engineer-Building - PWBNH
2024_FCS_36901_1,FCS53 2 2024 FCS LKPR 212376 08 03 24,NFSA Transportation 2 tier for the year 2024-25 Lakhimpur District,NFSA Transportation 2 tier for the year 2024-25 Lakhimpur District,Services,Open Tender,Works,Miscellaneous Services,No,No,NA ,08-Mar-2024 05:50 PM,11-Mar-2024 11:00 AM ,365.0,No ,No,Online,30-Mar-2024 11:00 AM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Lakhimpur,Lakhimpur,787001.0,2.0,"7,00,00,000",Dibrumukh Rice and Flour Mills Pvt. Ltd.,"70,000,000",Rejected-Finance,21-Nov-2025,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Lakhimpur
2025_ICD_46082_1,NRL/DNPL/12/80/PT-II/44 Dated 25/07/2025,"Selection of an Experienced Operation and Maintenance Contractor for DNPL Gas Compressor Station at Madhuban, Duliajan, Assam for a Contract Duration of 02 years","Selection of an Experienced Operation and Maintenance Contractor for DNPL Gas Compressor Station at Madhuban, Duliajan, Assam for a Contract Duration of 02 years",Services,Open Tender,Works,Manpower Supply,No,No,NA ,01-Aug-2025 10:30 AM,NA ,180.0,No ,No,Online,06-Sep-2025 02:00 PM,Industries and Commerce Department||DNP Limited,Duliajan,786602.0,2.0,,KIRLOSKAR PNEUMATIC COMPANY LIMITED,"83,640,000",Rejected-Technical,01-Dec-2025,Industries and Commerce Department||DNP Limited
