Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_PWD_47153_1,MDTRD/EE/SOPD-G/2025-26/02,"Construction of Ratanpur Balak School to Shiwa Ghat Path under SOPD-G for the year 2025-26, Majuli LAC,under Majuli District Territorial Roads Division","Construction of Ratanpur Balak School to Shiwa Ghat Path under SOPD-G for the year 2025-26, Majuli LAC,under Majuli District Territorial Roads Division",Works,Open Tender,Works,Civil Works,No,No,NA ,06-Sep-2025 02:00 PM,15-Sep-2025 12:00 PM ,180.0,No ,No,Online,06-Oct-2025 02:30 PM,Public Works Roads Department,Ratanpur,785104.0,2.0,"24,62,469",Dilip Taye,"2,462,469",Accepted-AOC,07-Mar-2026,Public Works Roads Department
2026_PWD_50165_1,HDTRD/TB/NDRF(PDNA-2022) /2025-26/3720,HDTRD_NDRF(PDNA_2022)_25_26_27 Recovery and Restoration of LalacherraKatlicherra Road (Bridge Approaches) under NDRF (PDNA -2022) for the year 2025-26 under Hailakandi District Territorial Road Division.,HDTRD_NDRF(PDNA_2022)_25_26_27 Recovery and Restoration of LalacherraKatlicherra Road (Bridge Approaches) under NDRF (PDNA -2022) for the year 2025-26 under Hailakandi District Territorial Road Division.,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,12-Jan-2026 11:00 AM,12-Jan-2026 02:00 PM ,180.0,No ,No,Online,28-Jan-2026 10:00 AM,Public Works Roads Department,Hailakandi,788151.0,2.0,"23,00,000",SWASTIK ENTERPRISE,"2,299,808",Rejected-AOC,14-Mar-2026,Public Works Roads Department
2026_PWD_50264_1,MDSTRD_SPJ_PDNA_25_26_06,MDSTRD_SPJ_PDNA_25_26_06,"Recovery and Reconstruction of Soalpam to DK Road under NDRF (PDNA -2022) for the year 2025-26, Sipajhar LAC",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,16-Jan-2026 12:00 PM,NA ,180.0,No ,No,Online,19-Jan-2026 10:00 AM,Public Works Roads Department,Sipajhar,784145.0,2.0,"80,00,000",SUSIL SAHARIA,"8,000,000",Rejected-AOC,09-Mar-2026,Public Works Roads Department
2025_SCD_49657_13,Tender/NIT/Pt-I/2025-26/5725,River Training Project at Gomura Gaon under RIDF-XXXI,River Training Project at Gomura Gaon under RIDF-XXXI,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,26-Dec-2025 10:40 AM,07-Jan-2026 12:00 PM ,180.0,No ,No,Online,19-Jan-2026 02:00 PM,Soil Conservation Department||Director - SCD,Barpeta S. C. Division,781301.0,2.0,"29,85,988",SOROLAM ASSOCIATES,"2,373,860",Rejected-Finance,13-Mar-2026,Soil Conservation Department||Director - SCD
2026_BoTC_50128_20,SE(RB)/20-21/Pt-III/24,Package No.204_20,"Recovery and Reconstruction of Owabari Jaoliabari Road under NDRF(PDNA-2022) for the year 2025-26 of Kokrajhar District, Assam (Road Works and Embankment Protection works).",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,09-Jan-2026 06:00 PM,NA ,180.0,No ,No,Online,30-Jan-2026 01:30 PM,Bodoland Territorial Council||PWD-BTC,Kokrajhar district,783376.0,2.0,"75,00,000",JAYANTA BASUMATARY,"7,499,000",Accepted-AOC,05-Mar-2026,Bodoland Territorial Council||PWD-BTC
2025_PHED_47902_1,SEPH/TEZ/TC-196/2025-26/879-85 Dated 08/10/2025,"Utility Shifting of Habidoloni Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur","Utility Shifting of Habidoloni Pipe Water Supply Scheme under SOPD for the year 2025-26 under Tezpur Division No-I, Tezpur, Sonitpur",Works,Open Tender,Item Rate,Civil Works - Water Works,No,No,NA ,09-Oct-2025 10:00 AM,15-Oct-2025 11:00 AM ,90.0,No ,No,Online,27-Oct-2025 02:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,"Sootea, Sonitpur",784175.0,2.0,"26,64,668",Md. Saduddin Ahmed,"2,664,500",Accepted-AOC,13-Mar-2026,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED
2025_PWRDW_45485_6,CE/EAP/ARRBP01TENDERS2024/66A,Construction of Bridges in Biswanath distric i) Br. No. 1/1 on Bapujar Link Road,CE/EAP/ARRBP/OCB/Bridge-1/Biswanath/12 Construction of Bridges in Biswanath district i) Br. No. 1/1 on Bapujar Link Road,Works,Open Tender,Item Rate,Civil Works - Bridges,No,No,NA ,11-Jul-2025 09:00 AM,18-Jul-2025 11:00 AM ,180.0,No ,No,Online,11-Aug-2025 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,Biswanath,784176.0,2.0,"1,25,39,000",Rajib Sahu,"13,051,014.54",Accepted-AOC,06-Mar-2026,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program
2025_DoWR_49536_1,GOLAGHAT/2025-26/ PDNA/SUPPLY/I,Restoration of breach like damages at Kakodunga bund L/B embankment from Barbaruah Ali to Dhodar Ali and Diffalupathar (Procurement of Materials).,Restoration of breach like damages at Kakodunga bund L/B embankment from Barbaruah Ali to Dhodar Ali and Diffalupathar (Procurement of Materials).,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,20-Dec-2025 06:55 PM,NA ,180.0,No ,No,Online,02-Jan-2026 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,GOLAGHAT,785621.0,2.0,"1,73,28,295",SMILE NONWOVENS PVT. LTD.,"17,318,352.28",Rejected-Technical,10-Mar-2026,Department of Water Resources||Chief Engineer - DoWR
2025_PWD_49621_60,BLP/Tech/NIT/02/564,Recovery and Re-Construction of Road from Kalaibari Char to Kalaibari BSF Camp under NDRF (PDNA-2022) for the year 2025-26,Recovery and Re-Construction of Road from Kalaibari Char to Kalaibari BSF Camp under NDRF (PDNA-2022) for the year 2025-26,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,05-Jan-2026 11:00 AM,08-Jan-2026 04:00 PM ,180.0,No ,No,Online,12-Jan-2026 02:00 PM,Public Works Roads Department,Bilasipara,783348.0,2.0,,ANU ENTERPRISE,"4,499,393.13",Accepted-AOC,02-Mar-2026,Public Works Roads Department
2025_PWD_49621_74,BLP/Tech/NIT/02/564,Recovery and Re-Construction of road from Moirakuchi PMGSY Road to Airkata Bazar road under NDRF (PDNA-2022) for the year 2025-26,Recovery and Re-Construction of road from Moirakuchi PMGSY Road to Airkata Bazar road under NDRF (PDNA-2022) for the year 2025-26,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,05-Jan-2026 11:00 AM,08-Jan-2026 04:00 PM ,180.0,No ,No,Online,12-Jan-2026 02:00 PM,Public Works Roads Department,Bilasipara,783348.0,2.0,"50,00,000",Akramuz Zaman,"4,998,000",Accepted-AOC,02-Mar-2026,Public Works Roads Department
