Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_PWD_47955_1,Tech/NDTRD/NIT/1028/2931,Tihu_SOPD-G_2025-26_01,"Construction of Road from Piyadapara Supa road, Road from Chamata Barnibari road to Mudiarpara suburi, Belsor Jariyapara Suburi and Belsor Irrigation office to Belsor PHE road under SOPD-G for the year 2025-26.",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,13-Oct-2025 10:30 AM,NA ,180.0,No ,No,Online,04-Nov-2025 10:30 AM,Public Works Roads Department,Nalbari,781335.0,2.0,"66,78,000",Sri Tiken Ch. Barman,"6,677,400",Rejected-Finance,06-May-2026,Public Works Roads Department
2025_NHM_49709_28,I/1373076/2025,"Construction of New PHC at Kehutoli in Lakhimpur District under XV-FC Health Grant under NHM, Assam.","Construction of New PHC at Kehutoli in Lakhimpur District under XV-FC Health Grant under NHM, Assam.",Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,30-Dec-2025 04:00 PM,NA ,225.0,No ,No,Online,20-Jan-2026 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Lakhimpur,787001.0,2.0,"2,42,82,945",Sri Nitul Kumar Rabha,"24,272,046",Rejected-AOC,05-May-2026,National Health Mission||State Programme Management Unit - NHM
2025_BTC_49345_1,No.ACE-22/PWD/NIT/GW/25-26/19,"Construction of Road at Joypur-Bhatipara village under Bhatipara VCDC by providing Earth fling, GSB, WBM-II - III, ICBP and CD works under CMs Goodwill Mission Project RIDF-XXXI of NABARD for the year 2025-26. TN_67KOK_RIDF-XXXI-36","Construction of Road at Joypur-Bhatipara village under Bhatipara VCDC by providing Earth fling, GSB, WBM-II - III, ICBP and CD works under CMs Goodwill Mission Project RIDF-XXXI of NABARD for the year 2025-26. TN_67KOK_RIDF-XXXI-36",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,15-Dec-2025 12:00 PM,NA ,180.0,No ,No,Online,07-Jan-2026 11:00 AM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,783370.0,2.0,"1,25,99,542",Gautam Brahma,"12,599,340",Accepted-AOC,27-May-2026,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2025_NHM_49709_14,I/1373076/2025,"Construction of New PHC at Dighaljar SD in HOJAI District under XV-FC Health Grant under NHM, Assam.","Construction of New PHC at Dighaljar SD in HOJAI District under XV-FC Health Grant under NHM, Assam.",Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,30-Dec-2025 04:00 PM,NA ,225.0,No ,No,Online,20-Jan-2026 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Hojai,782435.0,2.0,"2,42,82,945",M/S MAYUR ASSOCIATES,"24,282,000",Rejected-Finance,05-May-2026,National Health Mission||State Programme Management Unit - NHM
2025_BoTC_45771_1,DPRD/BTC/(SOPD)Udl-07/2025/14,Const. of road with EF and SG from Dangal basti pucca road to Ghagra Santipur connecting pucca road under SOPD for the year 2025-26.,DPRD/BTC/(SOPD)Udl-07/2025/14,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,19-Jul-2025 12:00 PM,NA ,180.0,No ,No,Online,02-Aug-2025 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"20,00,000",ALMA BASUMATARY,"1,997,946.58",Accepted-AOC,13-Aug-2025,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2024_PWRDW_36849_12,RFB No. CEEAPARRBP111TENDERS2024-41,Construction of Bridge in Cachar district i.Br. on S. F. Road to Kanakpur Road,CE/EAP/ARRBP/OCB/Bridge-1/Cachar/05 Construction of Bridge in Cachar district i.Br. on S. F. Road to Kanakpur Road,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,04-Mar-2024 06:55 PM,08-Mar-2024 11:00 AM ,90.0,No ,No,Online,10-Apr-2024 02:30 PM,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program,Cachar,788005.0,2.0,"1,44,96,000",SAMIM AKHTER CHOUDHURY,"13,434,406.95",Rejected-Technical,19-May-2026,Public Works Roads Department-Externally Aided Project||Public Works Road Department- World Bank Funded Tenders||Assam State Bridge Infrastructure Program
2025_BTC_49249_9,ACE-22/PWD/NIT/GOODWILL/25-26,Construction of CC Block road from BLIC PWD road to Power House Dhulabari PWD at Khatalpara under Deulkuchi VCDC under CMs Goodwill mission Project (RIDF-XXXI) for the year 2025-26. (Package No. TN_73_TML_RIDF-XXXI_09),Construction of CC Block road from BLIC PWD road to Power House Dhulabari PWD at Khatalpara under Deulkuchi VCDC under CMs Goodwill mission Project (RIDF-XXXI) for the year 2025-26.,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,12-Dec-2025 10:00 AM,26-Dec-2025 12:00 PM ,180.0,No ,No,Online,03-Jan-2026 11:00 AM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Tamulpur,781367.0,2.0,"1,00,00,000",ABDUR REKIB,"9,999,635",Accepted-AOC,15-May-2026,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2026_BoTC_50028_20,SE(R/B)/20-21/Pt-III/15,Package No.202_20,Recovery and Restoration of Khagrabari to Dahalahabi road under NDRF(PDNA-2022) in Udalguri District for the year 2025-26.,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,07-Jan-2026 05:00 PM,NA ,180.0,No ,No,Online,27-Jan-2026 01:30 PM,Bodoland Territorial Council||PWD-BTC,Udalguri dist,784509.0,2.0,"21,33,000",ANSUMA BORO,"2,126,644",Accepted-AOC,05-May-2026,Bodoland Territorial Council||PWD-BTC
2025_DoWR_49792_1,SRIBHUMI/2025-26/PDNA/WORK/III,Restoration of flood damage of embankment along the left bank of river Longai at different reaches.,Restoration of flood damage of embankment along the left bank of river Longai at different reaches.,Works,Open Tender,Works,Civil Works,No,No,NA ,31-Dec-2025 02:00 PM,NA ,180.0,No ,No,Online,13-Jan-2026 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,SRIBHUMI,781034.0,2.0,"1,81,56,290",BIHUL UPADHYAY,"18,146,255.39",Accepted-AOC,26-May-2026,Department of Water Resources||Chief Engineer - DoWR
2026_BTC_50924_1,No.ACE-133/PWD/G.79/2025-26/65,"Repairing and Renovation of Malivita ME School, in Chirang District, BTC, Assam. Under WBD Department in BTC area. TN_107_16","Repairing and Renovation of Malivita ME School, in Chirang District, BTC, Assam. Under WBD Department in BTC area. TN_107_16",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,07-Feb-2026 12:00 PM,NA ,180.0,No ,No,Online,21-Feb-2026 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,783370.0,2.0,"54,27,228",Nirma Basumatary,"5,425,764.99",Rejected-AOC,25-May-2026,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
