revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.2191811116536458,19200,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,-0.1953350737633189,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,-0.1738192780300604,5464,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.2193838632797141,17803,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.2456223804987204,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.2490766943147539,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.2320026787100553,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.2675038301331882,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,-0.1565441441705307,3801,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,-0.2074453476858802,3955,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.2053314984061017,3583,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.155090714457041,6384,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.1259910163662239,5270,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.1873453810908937,3501,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.2747311511671687,8715,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,-0.2254587693576209,9674,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,-0.1940641943981643,8553,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,-0.2169343348164888,3502,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,-0.2279199159588297,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.1523211107601817,4168,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.1660846339967284,9170,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.2275177082758716,5665,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.2520571734278467,4694,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,-0.2328400554580586,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,-0.2148388638748728,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.1804882390175846,3931,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.2903638996301908,4166,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.2699371875983942,5955,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.2899409246372344,3295,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.2305927315084406,10411,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.2491112438563375,6142,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.2524828657670454,5500,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.27416835862903,4451,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,-0.2498552495575179,6674,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,-0.2551621051777399,5584,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,-0.2362466511684181,2825,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.214839427170378,22139,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,-0.2129594027389981,17997,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,-0.2054303299098036,9805,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,-0.2176253571957647,12024,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,-0.1789025230429984,6852,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,-0.1409569347911699,7340,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,-0.1772819570246959,5960,18-307-00143
Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,-0.1908861602421742,9456,18-307-00144
North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.1651941361436424,10460,18-307-00145
Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.1650009392721675,8354,18-307-00146
Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.1536056989728696,5052,18-307-00147
Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,-0.1839566111564636,160,18-308-00148
Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.2476298883769586,2808,18-308-00149
Dhemaji,DHEMAJI,Dhemaji,Dhemaji,y,396211702.6,396,-0.167222027000523,7170,18-308-00150
Sissibargaon,DHEMAJI,Dhemaji,Sissiborgaon,,745985547.0,746,-0.1438294699511668,13509,18-308-00151
Jonai,DHEMAJI,Dhemaji,Jonai,,852661889.7,853,-0.1520932668306514,15474,18-308-00152
Gogamukh,DHEMAJI,Dhemaji,Gogamukh,,323763379.2,324,-0.1783732408554454,5865,18-308-00153
Sadiya,TINSUKIA,Tinsukia,Sadiya,,851463185.0,851,-0.1267213272329659,15458,18-309-00154
Doom Dooma,TINSUKIA,Tinsukia,Doom Dooma,,936656924.2,937,-0.2374916456623519,16967,18-309-00155
Tinsukia,TINSUKIA,Tinsukia,Tinsukia,y,890346165.2,890,-0.2342349160888596,16135,18-309-00156
Margherita,TINSUKIA,Tinsukia,Margherita,,1132319376.0,1132,-0.2456215151038869,20479,18-309-00157
Dibrugarh West,DIBRUGARH,Dibrugarh,Dibrugarh West,,723055766.0,723,-0.1365859563476487,13057,18-310-00158
Dibrugarh East,DIBRUGARH,Dibrugarh,Dibrugarh East,,392607310.5,393,-0.1677503328065614,7104,18-310-00159
Chabua,DIBRUGARH,Dibrugarh,Chabua,,658137348.7,658,-0.1558986252059027,11914,18-310-00160
Tengakhat,DIBRUGARH,Dibrugarh,Tengakhat,,355331353.1,355,-0.2208989536374941,6433,18-310-00161
Moran,DIBRUGARH,Dibrugarh,Moran,,394752534.0,395,-0.2232248095655166,7127,18-310-00162
Tingkhong,DIBRUGARH,Dibrugarh,Tingkhong,,391326093.4,391,-0.224949149449127,7074,18-310-00163
Naharkatiya,DIBRUGARH,Dibrugarh,Naharkatia,,464307367.8,464,-0.2277659308087599,8389,18-310-00164
Dimow,SIVSAGAR,SIVSAGAR,Demow,,478427786.7,478,-0.2087420275488891,8169,18-311-00165
Sibsagar,SIVSAGAR,SIVSAGAR,Sivsagar,y,388026773.7,388,-0.2032486102764423,1625,18-311-00166
Amguri,SIVSAGAR,SIVSAGAR,Amguri,,314868728.7,315,,0,18-311-00167
Nazira,SIVSAGAR,SIVSAGAR,Nazira,,386224425.1,386,,0,18-311-00168
Teok,JORHAT,Jorhat,Teok,,449551926.2,450,,0,18-312-00169
Titabor,JORHAT,Jorhat,Titabor,,419204313.3,419,-0.2418193690824193,302,18-312-00170
Mariani,JORHAT,Jorhat,Mariani,,436514584.8,437,,0,18-312-00171
Bokakhat,GOLAGHAT,Golaghat,Bokakhat,,850138736.1,850,-0.2112173880179343,15271,18-313-00172
Khumtai,GOLAGHAT,Golaghat,Khumtai,,473079404.2,473,-0.1664943872027304,8515,18-313-00173
Dergaon,GOLAGHAT,Golaghat,Dergaon,,322577977.5,323,-0.2208976095484915,5809,18-313-00174
Golaghat,GOLAGHAT,Golaghat,Golaghat,y,658333420.5,658,-0.2603522846653547,11021,18-313-00175
Morangi,GOLAGHAT,Golaghat,Morangi,,318699785.4,319,-0.2428009936279767,5711,18-313-00176
Sarupathar,GOLAGHAT,Golaghat,Sarupathar,,900371843.1,900,-0.237615905053373,16113,18-313-00177
Diphu,K.ANGLONG,Karbi Anglong,Diphu,y,2467568183.0,2468,-0.2814882794772521,44070,18-314-00178
Silonijan,K.ANGLONG,K.ANGLONG,Silonijan,,1566331644.0,1566,-0.2449600952700477,28083,18-314-00179
Umrangso,DIMA HASAO,Dima Hasao,Umrangso,,1459647329.0,1460,-0.2484958533084753,2244,18-315-00180
Haflong,DIMA HASAO,Dima Hasao,Haflong,y,1023944193.0,1024,-0.2429675738955474,17271,18-315-00181
Mahur,DIMA HASAO,Dima Hasao,Mahur,,568176425.1,568,-0.2391705364609142,10090,18-315-00182
Maibong,DIMA HASAO,Dima Hasao,Maibong,,1831786745.0,1832,-0.2744874380119659,31130,18-315-00183
Katigora,CACHAR,Cachar,Katigorah,,744022581.1,744,-0.2519699693133301,13175,18-316-00184
Silchar,CACHAR,Cachar,Silchar,y,837931796.0,838,-0.2155915252858334,14836,18-316-00185
Udarbond,CACHAR,Cachar,Udharbond,,447088875.6,447,-0.2369530226840602,7922,18-316-00186
Sonai,CACHAR,Cachar,Sonai,,999733880.6,1000,-0.2600005944677812,17676,18-316-00187
Lakhipur,CACHAR,Cachar,Lakhipur,,754436388.7,754,-0.2597242737387683,13355,18-316-00188
Karimganj,KARIMGANJ,Karimganj,Karimganj,y,178166572.6,178,-0.2712130175595944,3162,18-317-00189
Badarpur,KARIMGANJ,Karimganj,Badarpur,,134391085.3,134,-0.2695546719535505,2387,18-317-00190
Nilambazar,KARIMGANJ,Karimganj,Nilambazar,,280417099.0,280,-0.2681933396265167,4945,18-317-00191
Patharkandi,KARIMGANJ,Karimganj,Patherkandi,,672170922.1,672,-0.2485293776519857,11872,18-317-00192
"Ramkrishna
Nagar",KARIMGANJ,Karimganj,RK Nagar,,575000985.9,575,-0.2563342720863735,10142,18-317-00193
Algapur,HAILAKANDI,Hailakandi,Algapur,,156280173.0,156,-0.2255554309430299,2769,18-318-00194
Hailakandi,HAILAKANDI,Hailakandi,Hailakandi,y,160989094.7,161,-0.2499490124001842,2849,18-318-00195
Lala,HAILAKANDI,Hailakandi,Lala,,270081600.3,270,-0.2442501209990728,4786,18-318-00196
Katlichara,HAILAKANDI,Hailakandi,Katlicherra,,741771269.3,742,-0.2465403017993365,13076,18-318-00197
"Bongaigaon
(Pt)",BONGAIGAON,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,-0.2128975024536168,3399,18-319-00198
Boitamari,BONGAIGAON,Bongaigaon,Boitamari,,297089853.0,297,-0.255813679002657,5316,18-319-00199
Srijangram,BONGAIGAON,Bongaigaon,Srijangram,,347583760.8,348,-0.1775423067374819,6231,18-319-00200
Sidli (Pt-II),BONGAIGAON,Bongaigaon,Sidli (Pt-II),,85041947.25,85,-0.1578123760098398,1526,18-319-00201
Manikpur,BONGAIGAON,Bongaigaon,Manikpur,,169010249.7,169,-0.1700404707873169,3039,18-319-00202
Kokrajhar (Pt),CHIRANG,Chirang,Kokrajhar (Pt),,12538462.77,13,-0.1361131414902948,226,18-320-00203
Barnagar (Pt),CHIRANG,Chirang,Barnagar (Pt),,34321102.47,34,-0.223438783403767,623,18-320-00204
Bengtal,CHIRANG,Chirang,Bengtal,,715955682.4,716,-0.2099239895590803,12885,18-320-00205
Sidli (Pt),CHIRANG,Chirang,Sidli (Pt),,228893704.6,229,-0.1873828439751961,4111,18-320-00206
Bijni (Pt),CHIRANG,Chirang,Bijni (Pt),,934195919.7,934,-0.2341592786307695,16769,18-320-00207
"Rangia
(Pt)",KAMRUP,Kamrup,"Rangia
(Pt)",,186407362.6,186,-0.2434569653056535,3332,18-321-00208
Koya,KAMRUP,Kamrup,Kayan,,53612722.14,54,-0.2788338343302409,960,18-321-00209
Kamalpur,KAMRUP,Kamrup,Kamalpur,,250170012.1,250,-0.2474654943556039,4479,18-321-00210
Hajo,KAMRUP,Kamrup,Hajo,,412841145.7,413,-0.2067553753821274,7401,18-321-00211
Chhaygaon,KAMRUP,Kamrup,Chhaygaon,,470741379.3,471,-0.2523379617576172,8402,18-321-00212
Goroimari,KAMRUP,Kamrup,Goroimari,,176568213.2,177,-0.2011946980163516,3161,18-321-00213
Chamaria,KAMRUP,Kamrup,Chamaria,,140144616.8,140,-0.1608950474136055,2513,18-321-00214
Nagarbera,KAMRUP,Kamrup,Nagarbera,,114577593.0,115,-0.114162303507328,2048,18-321-00215
Boko,KAMRUP,Kamrup,Boko,,514044709.4,514,-0.2580006253314703,9192,18-321-00216
"North
Guwahati",KAMRUP,Kamrup,"North
Guwahati",,90721866.31,91,-0.2352737230051508,1629,18-321-00217
Jalah (Pt),KAMRUP,Kamrup,Jalah (Pt),,55787602.64,56,-0.2515940600102491,1010,18-321-00218
Guwahati,KAMRUP METRO,KAMRUP METRO,Guwahati,y,101319635.1,101,-0.1087667836552172,1808,18-322-00219
Sonapur,KAMRUP METRO,KAMRUP METRO,Sonapur,,493242088.4,493,-0.2518825166172532,7842,18-322-00220
Chandrapur,KAMRUP METRO,KAMRUP METRO,Chandrapur,,124600101.5,125,-0.2329201239600811,2235,18-322-00221
"Tihu
(Pt)",NALBARI,Nalbari,"Tihu
(Pt)",,94935581.15,95,-0.2476066063964556,1699,18-323-00222
"Pachim
Nalbari",NALBARI,Nalbari,Pachim Nalbari,,148606921.2,149,-0.2730175031173895,2669,18-323-00223
Barkhetri,NALBARI,Nalbari,Barkhetri,,370577388.2,371,-0.2179480919471154,6630,18-323-00224
Barbhag,NALBARI,Nalbari,Barbhag,,82281261.7,82,-0.2707390601197528,1477,18-323-00225
Nalbari,NALBARI,Nalbari,Nalbari,y,128136913.3,128,-0.2463968275317531,2298,18-323-00226
Banekuchi,NALBARI,Nalbari,Banekuchi,,61110319.4,61,-0.2290404883969775,1097,18-323-00227
