revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.0074315041291211,19192,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.0122392485787558,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.0382719684315129,5461,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.0239367105378474,17784,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.0185929952511493,5030,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.0049576024947094,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.0365850817661388,2212,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.0582354130700123,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,0.027675387733861,3800,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,-0.0336017299760208,3952,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.0052477582722435,3576,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,0.0226014336554453,6379,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.0021709107872289,5261,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.0208519141197477,3497,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,0.0215215734438676,8711,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.0207305037354121,9672,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.0526536110200013,8551,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.0721841096809951,3501,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.0232451889812283,4947,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.0829157990401464,4173,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.0312835410635218,9175,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.0635371879519685,5661,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.0650332192622268,4690,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.0058666085176926,2992,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.0272477510987984,737,18-799-00125
