revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.1622871618679683,19199,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,-0.0975382967119529,2839,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,-0.0748967284709351,5463,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.1607083608364698,17801,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.1313153613611235,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.1503294905457734,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.1156329505596488,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.1804600046641791,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,-0.0873857802762636,3801,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,-0.0568092440810574,3951,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.0771418943676716,3582,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.0759705517953196,6379,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.073290714502787,5270,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.105790593141009,3499,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.0393030466127001,8712,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,-0.0894153428942837,9673,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,-0.0729835891143823,8553,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,-0.0938698388072157,3501,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,-0.134305753692479,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.1142472937374535,4172,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.1389138467280153,9174,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.1260513909118997,5664,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.1116636622592311,4692,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,-0.1103922356273208,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,-0.0780382712789921,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.099966795632554,3930,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.1076535771114003,4166,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.0504562832893581,6976,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.0836415293727705,3294,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.0957676717343404,4971,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.0934105447440868,6141,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.1242914373224431,5500,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.1181970352001404,4450,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,-0.0501914401706174,6672,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,-0.0309987609823205,6092,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,-0.0385487138967361,6709,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.0950245031777986,22136,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,-0.1127586216347289,17994,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,-0.064067538217733,9803,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,-0.0538903621913172,10397,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,,0,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,-0.183953664947788,329,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,-0.1690921982288743,2494,18-307-00143
Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,-0.1447743318387058,9454,18-307-00144
North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.1783919875602726,9877,18-307-00145
Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.1619570976557823,8353,18-307-00146
Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.1783482039363872,5055,18-307-00147
