revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.1143979227914843,19197,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,-0.0670137435670883,2835,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.0003697674316808,5459,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.1195383587601883,17790,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.1479938241643886,5030,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.1371887190481587,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.1364426307023487,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.1809239432372371,1807,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,-0.1366652639288651,3800,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.0124621771078194,3955,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.0275022496058288,3580,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.071641486987733,6384,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.063501659878291,5270,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.1138691342057552,3499,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.0517956818968423,8713,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,-0.1026040606502662,9672,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,-0.0478227649256935,8552,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,-0.0743382735469062,3499,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,-0.1023139683941691,4951,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.0541368373376063,4171,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.0511574116707575,9173,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.0763290119609071,5662,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.0955645246036317,4693,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,-0.0436420529861806,2994,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,-0.0148279922464647,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.0589059247274663,3933,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.0741589018419868,4165,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.0858432087329549,6976,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.1041418975691151,3295,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.1049409243502847,10406,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.0605691916002901,6140,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.1072593626485725,5495,18-305-00132
