revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.09646858903710409,19196
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.031191886396098708,2836
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.035922546777754895,5463
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.09683953004699618,17794
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.10466894676860711,5030
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.11635616507403436,1843
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.10914629735490063,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.16694250143755188,1807
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.13768907720757637,3798
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.025626864096740212,3953
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.011973013425006547,3580
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.05747635406766832,6379
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.04797387028084373,5269
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.11559066925092437,3499
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.014346375989618448,8714
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.07547795115551649,9671
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.012801099752016395,8551
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.022659393258260906,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.06397650969818065,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.06624292390115652,4172
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.06898178855708047,9174
