revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.001526199365471,19189,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,0.0340961190157158,2838,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,0.0320800311920713,5462,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.0317135756455904,17795,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.0413078831914645,5025,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.0233799961280409,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.0255499325470549,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.077846309900152,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,-0.0032239635722645,3798,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,0.0236565800625533,3951,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.006126779740513,3582,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.0101390443999191,6380,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,0.0117105718219182,5269,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.027651375906808,3500,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.0052578933199315,8715,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,0.0170330370659542,9671,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,0.0690661662502558,8549,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,0.0920587281981933,3501,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,0.0359828227025237,4951,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.049763037700557,4171,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.0098871892387628,9166,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.037074178383518,5658,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.0021095985089084,4693,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,0.0312562167325759,2992,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,0.0440085733276532,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.0298714487380438,3932,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.0964072488902912,4166,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.0242529034358198,6975,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.0458467281893131,3292,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.0162056497427133,10400,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.0027933740359605,6141,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.0876857569505241,5497,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.1344712185146943,4449,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,0.0151563319656774,6672,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,-0.0088535938885479,6097,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,0.0341734352401799,6709,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.0098604960314903,22132,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,-0.0175349450613699,17989,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,0.0335699089205994,9800,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,0.0389913346538413,12014,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,0.053159330158281,6847,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,0.0215452147173384,7339,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,-0.0069332725055913,5954,18-307-00143
Kadam,LAKHIMPUR,Lakhimpur,Kadam,,523299066.2,523,0.0064093458272752,9449,18-307-00144
North Lakhimpur,LAKHIMPUR,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.0191741816912915,11102,18-307-00145
Dhakuakhana (Pt-I),LAKHIMPUR,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.0096579566312475,8352,18-307-00146
Subansiri (Pt-I),LAKHIMPUR,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.0477610977363246,5049,18-307-00147
Dhakuakhana (Pt-II),DHEMAJI,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.0200536400079727,160,18-308-00148
Subansiri (Pt-II),DHEMAJI,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.168022484404203,2809,18-308-00149
