revenue_ci,district_3,district_1,revenue_cr,HQ,area,are_new,mean,count,object_id
Gossaigaon (Pt),KOKRAJHAR,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.2374466122776808,19201,18-300-00101
Bhowraguri,KOKRAJHAR,Kokrajhar,Bhawraguri,,158892607.3,159,-0.2189466760056047,2838,18-300-00102
Dotoma,KOKRAJHAR,Kokrajhar,Dotoma,,303966231.6,304,-0.1954768615097113,5464,18-300-00103
Kokrajhar (Pt),KOKRAJHAR,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.230014374122191,17800,18-300-00104
Bagribari (Pt),KOKRAJHAR,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.2676986909675636,5031,18-300-00105
Golokganj (Pt),KOKRAJHAR,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.2754159459840191,1844,18-300-00106
Dhubri (Pt),KOKRAJHAR,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.2652950407474452,2214,18-300-00107
Chapar (Pt),KOKRAJHAR,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.2820513521260883,1809,18-300-00108
Bagribari (Pt),DHUBRI,Dhubri,Bagribari (Pt),,212860104.4,213,-0.2350663785023678,3801,18-301-00109
Agamoni,DHUBRI,Dhubri,Agamoni,,220975059.2,221,-0.2434769236182443,3955,18-301-00110
Golokganj (Pt),DHUBRI,Dhubri,Golakganj (Pt),,199162500.1,199,-0.2354533445425882,3583,18-301-00111
Dhubri (Pt),DHUBRI,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.2275261173869733,6384,18-301-00112
Bilasipara (Pt),DHUBRI,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.154479193217114,5272,18-301-00113
Chapar (Pt),DHUBRI,Dhubri,Chapar (Pt),,195049812.7,195,-0.2254311616881783,3501,18-301-00114
Lakhipur,GOALPARA,Goalpara,Lakhipur,,486513089.8,487,-0.3326089336753356,8714,18-302-00115
Balijana,GOALPARA,Goalpara,Balijana,,541158544.1,541,-0.2725765471964156,9674,18-302-00116
Matia,GOALPARA,Goalpara,Matia,,477602971.1,478,-0.2566068112522653,8553,18-302-00117
Dudhnai,GOALPARA,Goalpara,Dudhnoi,,196278296.1,196,-0.2592602288089841,3502,18-302-00118
Rangjuli,GOALPARA,Goalpara,Rangjuli,,277190398.1,277,-0.2577855814254342,4952,18-302-00119
Kalgachia,BARPETA,Barpeta,Kalgachia,,232225684.6,232,-0.2796764606996224,4171,18-303-00120
Baghbor,BARPETA,Barpeta,Baghbor,,512830660.7,513,-0.2950657564148861,9173,18-303-00121
Barpeta,BARPETA,Barpeta,Barpeta,y,315725333.4,316,-0.2584064965109223,5665,18-303-00122
Sarthebari,BARPETA,Barpeta,Sarthebari,,261719921.4,262,-0.256976159725181,4694,18-303-00123
Bajali (Pt),BAJALI,Barpeta,Bajali (Pt),,167129509.3,167,-0.2615061455638768,2996,18-799-00124
Jalah (Pt),BAJALI,Barpeta,Jalah (Pt),,41272560.57,41,-0.259251608777402,737,18-799-00125
Bhuragaon,MORIGAON,Morigaon,Bhuragaon,,218905955.5,219,-0.2462196068820715,3933,18-304-00126
Laharighat,MORIGAON,Morigaon,Laharighat,,232534594.4,233,-0.3225630358669887,4166,18-304-00127
Marigaon,MORIGAON,Morigaon,Morigaon,y,389659479.6,390,-0.2568867738898144,6978,18-304-00128
Mikirbheta,MORIGAON,Morigaon,Mikirbheta,,183812069.7,184,-0.2576707947055197,3295,18-304-00129
Kaliabor,NAGAON,Nagaon,Kaliabor,,580444524.8,580,-0.2394907673524397,10411,18-305-00130
Samaguri,NAGAON,Nagaon,Samaguri,,342479635.6,342,-0.2260046573540785,6142,18-305-00131
Rupahi,NAGAON,Nagaon,Rupahi,,305559066.5,306,-0.2549418279474432,5500,18-305-00132
Dhing,NAGAON,Nagaon,Dhing,,247888462.7,248,-0.3036674408665187,4451,18-305-00133
Nagaon,NAGAON,Nagaon,Nagaon,y,372041429.1,372,-0.2186668026702757,6673,18-305-00134
Raha,NAGAON,Nagaon,Raha,,340889151.3,341,-0.2505650231735382,6097,18-305-00135
Kampur,NAGAON,Nagaon,Kampur,,375122906.9,375,-0.2669407881337982,6713,18-305-00136
Dhekiajuli (Pt),SONITPUR,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.2653594868692971,22138,18-306-00137
Chariduar,SONITPUR,Sonitpur,Chariduar,,999613694.8,1000,-0.2311813128976136,17998,18-306-00138
Tezpur,SONITPUR,Sonitpur,Tezpur,y,546146490.7,546,-0.288071470829615,9805,18-306-00139
Na-Duar,SONITPUR,Sonitpur,Naduar,,668195595.7,668,-0.2721817166321927,12026,18-306-00140
Narayanpur,LAKHIMPUR,Lakhimpur,Narayanpur,,380387815.9,380,-0.2083050426654626,6852,18-307-00141
Bihpuria,LAKHIMPUR,Lakhimpur,Bihpuria,,406987947.4,407,-0.1984610360741469,7341,18-307-00142
Naobaicha,LAKHIMPUR,Lakhimpur,Nowboicha,,329777873.3,330,-0.2142433934563758,5960,18-307-00143
