class,age,male,female
0,0 to 1,5243.39,4879.69
1,1 to 5,20241.41,18804.73
10,10 to 15,23903.6,22366.3
15,15 to 20,21508.77,19714.17
20,20 to 25,20027.78,20047.15
25,25 to 30,20673.41,19676.46
30,30 to 35,18562.92,17285.92
35,35 to 40,16976.51,15678.77
40,40 to 45,14058.51,12992.92
45,45 to 50,12311.09,11532.69
5,5 to 10,24672.19,22900.16
50,50 to 55,10512.08,9819.36
55,55 to 60,8324.58,7021.01
60,60 to 65,6406.89,6136.51
65,65 to 70,4463.94,4241.97
70,70 to 75,2902.82,3113.42
75,75 to 80,1979.91,1949.75
80,80 and over,1872.24,2292.09
