S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,302844.0,M/S J C Associates,INR,"8,021,955",Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,2026_PWBNH_52107_1,SE/BII/DFS/CYBER,"Upgradation and renovation of Cyber Division at Directorate of Forensic Science, Assam Kahilipara,Guwahati-19",Chairperson,Internal,Member Secretary Members,Kanak Chandra Roy,22-Apr-2026 06:02 PM,23-Apr-2026 11:00 AM,techsummary_82498.pdf (1835.35 KB),Chairperson,Internal,Member Security Members,Kanak Chandra Roy,14-May-2026 04:16 PM,finsummary_82498.pdf (480.58 KB),18-May-2026,"INR 8,021,955",60.0,Kanak Chandra Roy,10-Jun-2026 02:19 PM,workorder_cyber_dfs.pdf (2559.00 KB),AoC_Agreement,1.0,302844.0,M/S J C Associates,05-Apr-2026 12:53 PM,Accepted-AOC,Successful bidder being L1,10-Jun-2026 02:20 PM,Technical,Minutes,Kanak Chandra Roy,07-Apr-2026 06:55 PM,technical_82498.pdf,Finance,Minutes,Kanak Chandra Roy,23-Apr-2026 05:03 PM,finance_82498.pdf,BOQ Comparative Chart,AOC,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,SE/BII/DFS/CYBER,2026_PWBNH_52107_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,SBI Bank,"Upgradation and renovation of Cyber Division at Directorate of Forensic Science, Assam Kahilipara,Guwahati-19","Upgradation and renovation of Cyber Division at Directorate of Forensic Science, Assam Kahilipara,Guwahati-19",Please refer Tender documents. ,NA ,"75,07,968",Civil Works - Building,NA ,Tender,180.0,60.0,kahilipara guwahati,781019.0,"O/o the SE PWD Ghy Bldg Circle-II, Chandmari Ghy-3 ","O/o the SE PWD Ghy Bldg Circle-II, Chandmari Ghy-3 ",20-Mar-2026 12:00 PM ,"O/o the SE PWD Ghy Bldg Circle-II, Chandmari Ghy-3",No ,No,"SE PWD Ghy Bldg Circle-II, Chandmari Ghy-3","O/o the SE PWD Ghy Bldg Circle-II, Chandmari Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BIDDING DOCUMENT,"1,50,159",Yes,percentage,2.0%,Nil,Nil,16-Mar-2026 03:30 PM,07-Apr-2026 11:30 AM,16-Mar-2026 03:30 PM,06-Apr-2026 02:00 PM,NA ,NA ,20-Mar-2026 02:30 PM,06-Apr-2026 02:00 PM,23-Apr-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,302891.0,M/S Nabajit Traders And Engineers,05-Apr-2026 12:41 PM,Rejected-AOC,Unsuccessful bidder,10-Jun-2026 02:20 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,302888.0,Sri Ashok Kalita,05-Apr-2026 12:19 PM,Rejected-AOC,Unsuccessful bidder,10-Jun-2026 02:20 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID,,,,,,,,,,,,,,,,AOC
