Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,AEDC/SDC/IT/2023-24/007,2024_DoIT_37321_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,15-Mar-2024 05:30 PM,01-Apr-2024 04:30 PM,15-Mar-2024 05:30 PM,01-Apr-2024 03:00 PM,NA ,NA ,20-Mar-2024 09:00 AM,01-Apr-2024 03:00 PM,12-Aug-2024 04:45 PM,The Managing Director,Assam Electronics Dev Corporation Ltd Industrial Estate Bamunimaidan Guwahati 781021 Assam,1.0,SBI Bank,"1,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Signed copy of RFP,1.0,Date Extension,Date,,Supply and Installation of Network Components,Supply and Installation of Network Components,Refer RFP ,NA ,,Network /Communication Equipments,NA ,Tender,180.0,10.0,Guwahati,781021.0,NA ,NA ,NA ,AEDC Ltd,No ,No,"10,000",Yes,fixed,,Nil,Nil,AOC,Jyoti Prasad,Internal,,Jyoti Prasad,12-Aug-2024 04:42 PM,12-Aug-2024 04:45 PM,techsummary_60783.pdf (560.21 KB),1.0,231280.0,DIGITAL INTEGRATION,28-Mar-2024 12:08 PM,Rejected-Finance,L2,28-Aug-2024 05:05 PM,Finance,Financial Bids opened,Bapi Sarkar,12-Aug-2024 04:50 PM,,BOQ Comparative Chart,10-Sep-2024,"INR 6,764,350",10.0,Jyoti Prasad,04-Jun-2026 04:21 PM,WO.pdf (457.00 KB),1.0,231520.0,Poly Informatics Private Limited,INR,"6,764,350",Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,2024_DoIT_37321_1,AEDC/SDC/IT/2023-24/007,Supply and Installation of Network Components,Technical,Technical Bids opened.,Jyoti Prasad,01-Apr-2024 04:36 PM,,Jyoti Prasad,Internal,,Jyoti Prasad,28-Aug-2024 05:05 PM,finsummary_60783.pdf (308.87 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD and Tender Processing Fee Particulars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,231268.0,Kaizen IT Services Pvt. Ltd,28-Mar-2024 11:44 AM,Rejected-Finance,L3,28-Aug-2024 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Compliance and Technical Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,231520.0,Poly Informatics Private Limited,01-Apr-2024 12:30 AM,Accepted-AOC,L1,04-Jun-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
