Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,"2,600",Nil,Nil,No,Bodoland Territorial Council||PWD-BTC,SE(RB)/20-21/Pt-IV/11/215_1,2026_BoTC_52342_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Superintending Engineer,PWD,Kokrajhar (R/B) Circle","O/o S.E., PWD, Kokrajhar (R/B) Circle, Kokrajhar",14-May-2026 12:00 PM,05-Jun-2026 01:30 PM,14-May-2026 12:00 PM,05-Jun-2026 01:00 PM,14-May-2026 12:00 PM ,26-May-2026 01:00 PM ,14-May-2026 12:00 PM,05-Jun-2026 01:00 PM,09-Jun-2026 11:00 AM,"2,60,000",Yes,fixed,,Nil,Nil,Package No.215_1,Improvement/Strengthening of 01 Rural Road in Kokrajhar District of Assam under RIDF-XXXI (2025-26),Please refer Tender documents. ,NA ,"1,30,00,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Kokrajhar district,783361.0,"O/o S.E., PWD, Kokrajhar (R/B) Circle, Kokrajhar ","Tengapara, Dist-Kokrajhar, Assam, Pin-783370 ",26-May-2026 11:00 AM ,"O/o S.E., PWD, Kokrajhar (R/B) Circle, Kokrajhar",No ,No,1.0,SBI Bank,AOC,1.0,304307.0,MANAS DAS,02-Jun-2026 11:53 PM,Accepted-AOC,Awarded,19-Jun-2026 12:13 PM,"J. Basumatary, S.E.",Internal,,Chiranjiv Ray,08-Jun-2026 01:45 PM,09-Jun-2026 11:00 AM,techsummary_82763.pdf (1065.25 KB),Finance,Fin_op,Devayani Boruah,09-Jun-2026 11:31 AM,,BOQ Comparative Chart,19-Jun-2026,"INR 12,999,000",180.0,Chiranjiv Ray,19-Jun-2026 12:13 PM,AOC_215_1.pdf (767.00 KB),1.0,304307.0,MANAS DAS,INR,"12,999,000","J. Basumatary, S.E.",Internal,,Chiranjiv Ray,19-Jun-2026 12:06 PM,finsummary_82763.pdf (767.40 KB),Technical,Tech_op,Chiranjiv Ray,05-Jun-2026 02:44 PM,,Bodoland Territorial Council||PWD-BTC,2026_BoTC_52342_1,SE(RB)/20-21/Pt-IV/11/215_1,Package No.215_1,AOC
,,.pdf,Standard Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,304309.0,MRINAL DAS,05-Jun-2026 12:02 AM,Rejected-AOC,Not awarded,19-Jun-2026 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,304310.0,Sajal Sengupta,30-May-2026 10:33 PM,Rejected-Technical,Not qualified,08-Jun-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
