Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,BID_COST_BID_SECURITY,"EE, PWRD, NDTRD, Nalbari","O/o the EE, PWRD, NDTRD, Nalbari",1.0,SBI Bank,08-Jan-2026 10:30 AM,21-Jan-2026 10:30 AM,08-Jan-2026 10:30 AM,20-Jan-2026 02:00 PM,08-Jan-2026 10:30 AM ,20-Jan-2026 12:00 PM ,08-Jan-2026 10:30 AM,20-Jan-2026 02:00 PM,09-Feb-2026 10:00 AM,"1,600",Nil,Nil,No,Public Works Roads Department,Tech/NDTRD/NIT/1028/4212 dated 03.01.2026,2026_PWD_49922_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,60,000",Yes,fixed,,Nil,Nil,Tihu_PDNA_2025-26_29,Recovery and Reconstruction of Amoni to Bhakatpara via Major supa road under NDRF (PDNA-2022) for the year 2025-26.,Please refer Tender documents. ,NA ,"80,00,000",Civil Works – Roads,NA ,Tender,180.0,90.0,Nalbari,781335.0,NA ,NA ,NA ,"O/o the EE, PWRD, NDTRD, Nalbari",No ,No,AOC,1.0,293499.0,Alifur Rahman,19-Jan-2026 10:37 PM,Accepted-AOC,Awarded to L1 bidder,23-Jun-2026 01:57 PM,EE,Internal,"EE, AE, JE",Kashyap Ranjan Nath,07-Feb-2026 05:56 PM,09-Feb-2026 10:00 AM,techsummary_79461.pdf (229.44 KB),1.0,293499.0,Alifur Rahman,INR,"7,997,774",Finance,Admitted,Kashyap Ranjan Nath,12-Mar-2026 07:12 PM,finance_79461.pdf,BOQ Comparative Chart,10-Jun-2026,"INR 7,997,774",90.0,Kashyap Ranjan Nath,23-Jun-2026 01:57 PM,WorkOrderPDNA29.pdf (353.00 KB),EE,Internal,"EE, AE, JE",Kashyap Ranjan Nath,12-Mar-2026 07:16 PM,finsummary_79461.pdf (141.83 KB),Technical,Technical Evaluation Summary Sheet,Kashyap Ranjan Nath,07-Feb-2026 05:50 PM,,Public Works Roads Department,2026_PWD_49922_17,Tech/NDTRD/NIT/1028/4212 dated 03.01.2026,Tihu_PDNA_2025-26_29,AOC
,,.pdf,BIDDING_DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,293502.0,Jiyaur Pasa,19-Jan-2026 10:20 PM,Rejected-Finance,Rejected by CE,12-Mar-2026 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,TECHNICAL_QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,293551.0,SEHNOWAZ AMIN,20-Jan-2026 12:04 PM,Rejected-Technical,Rejected by EE,07-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,293704.0,Sri Tiken Ch. Barman,19-Jan-2026 11:22 PM,Rejected-Technical,Rejected by EE,07-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
