Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,000",Nil,Nil,No,12-Feb-2024 06:30 PM,22-Feb-2024 03:30 PM,12-Feb-2024 06:30 PM,21-Feb-2024 02:00 PM,NA ,NA ,12-Feb-2024 06:30 PM,21-Feb-2024 02:00 PM,03-Jun-2024 04:00 PM,National Health Mission||State Programme Management Unit - NHM,NHM-32049/14/2023-Cons-NHM,2024_NHM_36160_19,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,sbd,"1,00,000",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,"MD, NHM, Assam","O/O MD, NHM, Assam","Construction of BPHU at Guijan PHC in Tinsukia District under PM ABHIM for the FY 2024 25 under NHM, Assam on Turnkey Basis Group no22 1nos. of Scheme in Tinsukia District","Construction of BPHU at Guijan PHC in Tinsukia District under PM ABHIM for the FY 2024 25 under NHM, Assam on Turnkey Basis Group no22 1nos. of Scheme in Tinsukia District",Please refer Tender documents. ,NA ,"50,00,000",Civil Works - Building,NA ,Tender,180.0,270.0,Tinsukia,781005.0,NA ,NA ,NA ,"O/O MD, NHM, Assam",No ,No,AOC,1.0,226878.0,RAJIB BORUAH,INR,"4,275,500",Finance,financial bid opened,Manas Pratim Mahanta,03-Jun-2024 04:16 PM,,BOQ Comparative Chart,24-Jun-2026,"INR 4,275,500",270.0,Dipankar Barman,24-Jun-2026 04:41 PM,gui.pdf (305.00 KB),work allotted,OSD,Internal,,Dipankar Barman,24-Jun-2026 04:37 PM,finsummary_59205.pdf (304.99 KB),Technical,technical bid opened,Dipankar Barman,03-Jun-2024 03:43 PM,,National Health Mission||State Programme Management Unit - NHM,2024_NHM_36160_19,NHM-32049/14/2023-Cons-NHM,"Construction of BPHU at Guijan PHC in Tinsukia District under PM ABHIM for the FY 2024 25 under NHM, Assam on Turnkey Basis Group no22 1nos. of Scheme in Tinsukia District",1.0,226888.0,PRABIR MANDAL,21-Feb-2024 11:18 AM,Rejected-Finance,not admitted,24-Jun-2026 04:37 PM,OSD,Internal,,Dipankar Barman,03-Jun-2024 03:52 PM,03-Jun-2024 04:00 PM,techsummary_59205.pdf (1157.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,technical document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,226878.0,RAJIB BORUAH,21-Feb-2024 01:41 PM,Accepted-AOC,work allotted,24-Jun-2026 04:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,emd and tender fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,226887.0,SULABH DOHUTIA,21-Feb-2024 11:23 AM,Rejected-Finance,not admitted,24-Jun-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,226727.0,Tikandrajit Moran,21-Feb-2024 05:42 AM,Rejected-Finance,not admitted,24-Jun-2026 04:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
