Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Chief Engineer, Water Resources Department, Assam","O/O Chief Engineer Water Resources Department, Basistha, Guwahati 29",1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,DIBRUGARH/2025-26/SOPD-G/III,2026_DoWR_51370_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Reconstruction of flood protection bund of Tengakhat Mouza on the Right bank of river Buridehing.,Reconstruction of flood protection bund of Tengakhat Mouza on the Right bank of river Buridehing.,Please refer Tender documents. ,NA ,"10,35,07,132",Civil Works,NA ,Tender,180.0,180.0,DIBRUGARH,786001.0,NA ,NA ,NA ,Guwahati,No ,No,19-Feb-2026 06:55 PM,28-Feb-2026 03:00 PM,19-Feb-2026 06:55 PM,28-Feb-2026 02:00 PM,NA ,NA ,24-Feb-2026 10:00 AM,28-Feb-2026 02:00 PM,06-Mar-2026 11:45 AM,"20,000",Nil,Nil,No,"20,70,143",Yes,percentage,2.0%,Nil,Nil,AOC,Director Design,Internal,,Jayanta Kumar Barman,06-Mar-2026 11:42 AM,06-Mar-2026 11:45 AM,techsummary_81576.pdf (136.20 KB),1,299898,Maa Kamakhya art,28-Feb-2026 11:43 AM,Accepted-AOC,AWARDED,01-Jun-2026 02:05 PM,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,24-Apr-2026 12:56 PM,,BOQ Comparative Chart,01-Jun-2026,"INR 103,501,236.45",180.0,Jayanta Kumar Barman,01-Jun-2026 02:04 PM,FWO_Dibrugarh_Tengakhat_Mouza.pdf (4595.00 KB),Reconstruction of flood protection bund of Tengakhat Mouza on the Right bank of river Buridehing.,1.0,299898.0,Maa Kamakhya art,INR,"103,501,236.45",Department of Water Resources||Chief Engineer - DoWR,2026_DoWR_51370_1,DIBRUGARH/2025-26/SOPD-G/III,Reconstruction of flood protection bund of Tengakhat Mouza on the Right bank of river Buridehing.,Technical,All Bids are opened for Technical Evaluation,Jayanta Kumar Barman,06-Mar-2026 11:03 AM,,Director Design,Internal,,Jayanta Kumar Barman,01-Jun-2026 01:59 PM,finsummary_81576.pdf (305.22 KB),AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,299930,M/S S.A. ENTERPRISE,28-Feb-2026 11:56 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,01-Jun-2026 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
