Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Director Design,Internal,,Jayanta Kumar Barman,07-Feb-2026 06:08 PM,07-Feb-2026 06:10 PM,techsummary_78589.pdf (227.34 KB),1,291172,M/S DEKA ENTERPRISE,03-Jan-2026 12:46 PM,Rejected-AOC,Not Qualified for AOC,16-Jun-2026 07:21 PM,Department of Water Resources||Chief Engineer - DoWR,2025_DoWR_49539_1,KAMRUP METRO/2025-26/SOPD-G/II,Protection of river bank at Garal area from the erosion of river Brahmaputra.,Technical,All Bids are opened for Technical Evaluation.,Jayanta Kumar Barman,07-Feb-2026 06:02 PM,,Director Design,Internal,,Jayanta Kumar Barman,16-Jun-2026 07:18 PM,finsummary_78589.pdf (299.74 KB),1.0,291009.0,SIGNET ASSOCIATE,INR,"24,888,156.5",16-Jun-2026,"INR 24,888,156.5",365.0,Jayanta Kumar Barman,16-Jun-2026 07:21 PM,FWO_KAMRUP_METRO_Garal.pdf (2706.00 KB),Protection of river bank at Garal area from the erosion of river Brahmaputra.,Finance,All Bids are opened for Financial Evaluation,Jayanta Kumar Barman,16-Jun-2026 07:15 PM,,BOQ Comparative Chart,AOC,"Chief Engineer, WRD, Assam","O/o the Chief Engineer, WRD, Assam, AWC Basistha, Ghy 29",1,Fee/PreQual/Technical,.pdf,TECHNICAL BID,20-Dec-2025 06:55 PM,03-Jan-2026 03:00 PM,20-Dec-2025 06:55 PM,03-Jan-2026 02:00 PM,NA ,NA ,26-Dec-2025 10:00 AM,03-Jan-2026 02:00 PM,07-Feb-2026 06:10 PM,"5,000",Nil,Nil,No,1.0,SBI Bank,Department of Water Resources||Chief Engineer - DoWR,KAMRUP METRO/2025-26/SOPD-G/II,2025_DoWR_49539_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"5,00,833",Yes,percentage,2.0%,Nil,Nil,Protection of river bank at Garal area from the erosion of river Brahmaputra.,Protection of river bank at Garal area from the erosion of river Brahmaputra.,Please refer Tender documents. ,NA ,"2,50,41,655",Civil Works,NA ,Tender,180.0,365.0,KAMRUP METRO,781008.0,NA ,NA ,NA ,Guwahati,No ,No,AOC
,,,,,,,2,291009,SIGNET ASSOCIATE,01-Jan-2026 05:03 PM,Accepted-AOC,AWARDED,16-Jun-2026 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
