Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
BHUPASMITA DAS,Internal,MALAYBISWASJYOTIRMOYBAURAJAYABISWAS,Bhupasmita Das,08-May-2026 05:29 PM,08-May-2026 05:30 PM,techsummary_81097.pdf (273.34 KB),1.0,298784.0,GAUTAM CHANDRA ROY,INR,"3,444,618",Technical,2 NOS OF BIDDERS ARE TECHNICALLAY QUALIFIED,Bhupasmita Das,08-May-2026 05:28 PM,technical_81097.pdf,BHUPASMITA DAS,Internal,MALAYBISWASJYOTIRMAYBARUAJAYABISWAS,Samaresh Karmakar,08-May-2026 05:39 PM,finsummary_81097.pdf (273.34 KB),Finance,2 NOS OF BIDDERS ARE FINANCIALLAY QUALIFIED,Samaresh Karmakar,08-May-2026 05:36 PM,finance_81097.pdf,BOQ Comparative Chart,1.0,298784.0,GAUTAM CHANDRA ROY,20-Feb-2026 11:54 PM,Accepted-AOC,LOWEST BIDDER,12-Jun-2026 04:36 PM,03-Jun-2026,"INR 3,444,618",180.0,Samaresh Karmakar,12-Jun-2026 04:36 PM,HARIJAN04.pdf (224.00 KB),Urban Development Department||Directorate of Municipality Administration - UDD||Gauripur Municipal Board,2026_UDD_50961_1,GMB/15FC/TIED/2025-26/249-76,"Construction of Piped Water Supply Scheme at Harijan Colony, Gauripur, Ward no.13",AOC,Urban Development Department||Directorate of Municipality Administration - UDD||Gauripur Municipal Board,GMB/15FC/TIED/2025-26/249-76,2026_UDD_50961_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"70,280",Yes,fixed,,Nil,Nil,09-Feb-2026 10:00 AM,21-Feb-2026 04:00 PM,09-Feb-2026 10:00 AM,21-Feb-2026 02:00 PM,09-Feb-2026 10:00 AM ,12-Feb-2026 02:00 PM ,09-Feb-2026 10:00 AM,21-Feb-2026 02:00 PM,08-May-2026 05:30 PM,"2,000",Nil,Nil,No,EXECUTIVE OFFICER,GAURIPUR MUNICIPAL BOARD,"Construction of Piped Water Supply Scheme at Harijan Colony, Gauripur, Ward no.13","Construction of Piped Water Supply Scheme at Harijan Colony, Gauripur, Ward no.13",Please refer Tender documents. ,NA ,"35,14,000",Civil Works,NA ,Tender,180.0,NA ,GAURIPUR,783331.0,O/O THE GAURIPUR MUNICIPAL BOARD ,O/O THE GAURIPUR MUNICIPAL BOARD ,15-Feb-2026 11:00 AM ,GAURIPUR MUNICIPAL BOARD,No ,No,1.0,Fee/PreQual/Technical,.pdf,DNIT,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298798.0,PRADIP PAUL,20-Feb-2026 11:35 PM,Rejected-AOC,HEIGHT BIDDER,12-Jun-2026 04:36 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ONLINE PAYMENT SLIP,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
