Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Public Works Roads Department,2025_PWD_45491_21,CE/Commn/16/2025-26/2,Demow/ SOPD/ 3,Technical,Summary,CHANDAN DEKA,30-Aug-2025 11:55 AM,,Chief Engineer,Internal,,Mitu Rani Baishya,16-Jun-2026 01:24 PM,finsummary_72076.pdf (374.21 KB),16-Jun-2026,"INR 22,425,000",180.0,Mitu Rani Baishya,16-Jun-2026 01:27 PM,AOC_Demow3.pdf (374.00 KB),Finance,Summary,Mitu Rani Baishya,30-Aug-2025 03:25 PM,,BOQ Comparative Chart,1.0,273338.0,M/S East India Construction,INR,"22,425,000",S.Shyam,Internal,,Mitu Rani Baishya,30-Aug-2025 01:25 PM,30-Aug-2025 01:30 PM,techsummary_72076.pdf (317.49 KB),1.0,273338.0,M/S East India Construction,29-Jul-2025 07:00 PM,Accepted-AOC,Awarded,16-Jun-2026 01:27 PM,AOC,Public Works Roads Department,CE/Commn/16/2025-26/2,2025_PWD_45491_21,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"4,500",Nil,Nil,No,"Chief Engineer,PWRD,Chandmari.Guwahati","O/o the Chief Engineer,PWRD,Chandmari.Guwahati",1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Details,10-Jul-2025 06:55 PM,30-Jul-2025 02:30 PM,10-Jul-2025 06:55 PM,30-Jul-2025 02:00 PM,10-Jul-2025 06:55 PM ,30-Jul-2025 12:00 PM ,10-Jul-2025 06:55 PM,30-Jul-2025 02:00 PM,30-Aug-2025 01:30 PM,"4,49,000",Yes,fixed,,Nil,Nil,Demow/ SOPD/ 3,"Construction of Koronga road by providing ICBP under SOPD-G under Sivasagar Demow Territorial Road Division, for the year 2025-26",Please refer Tender documents. ,NA ,"2,24,25,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Demow,785662.0,"O/o the Chief Engineer,PWRD,Chandmari.Guwahati ","O/o the Chief Engineer,PWRD,Chandmari.Guwahati ",18-Jul-2025 04:00 PM ,"O/o the Chief Engineer,PWRD,Chandmari.Guwahati",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,274030.0,PRANTIK BORA,30-Jul-2025 11:41 AM,Rejected-AOC,Not awarded,16-Jun-2026 01:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
