Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Sri Phanidhar Brahma,Internal,"Sri S.P. Verma, Sri S.Ch. Das, Sri M.N. Das, Sri A. Dutta",Jaydhaj Narzary,05-Jul-2025 12:58 PM,05-Jul-2025 03:00 PM,techsummary_71142.pdf (2708.10 KB),1.0,270941.0,GARV ENTERPRISE,30-Jun-2025 04:58 PM,Rejected-Finance,Reject,19-Jul-2025 03:54 PM,Bodoland Territorial Council||Agriculture-BTC,2025_BoTC_44810_1,DA/BTC/K/e-Tender/2025-26/12,Supply of Rajmah Seeds under the scheme NFSNM-Pulse for the year 2025-26.,Technical,Technical Bid Opened,Pramod Basumatary,02-Jul-2025 12:06 PM,,Sri Joy Mushahary,External,"Sri A Braman, Sri M Basumatary, Sri P Brahma, Sri A Dutta, Sri S.P. Verma, Sri M.N. Das, Sri S. Ch. Das, Sri S Ray",Jaydhaj Narzary,19-Jul-2025 03:54 PM,finsummary_71142.pdf (3672.27 KB),1.0,270934.0,VINAYAK SALES CORPORATION,INR,"5,000,000",13-Aug-2025,"INR 5,000,000",60.0,Jaydhaj Narzary,24-Jun-2026 11:35 AM,WorkOrderRajmah.pdf (1015.00 KB),award of contract,Finance,Financial Bid Opened,Jaydhaj Narzary,05-Jul-2025 03:49 PM,,BOQ Comparative Chart,AOC,"Director of Agriculture, BTC, Kokrajhar","O/o the Director of Agriculture, BTC, Kokrajhar",10-Jun-2025 02:00 PM,01-Jul-2025 03:00 PM,10-Jun-2025 02:00 PM,01-Jul-2025 02:00 PM,10-Jun-2025 02:00 PM ,01-Jul-2025 02:00 PM ,10-Jun-2025 02:00 PM,01-Jul-2025 02:00 PM,05-Jul-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Bid documents with sealed and signed in each page,1.0,SBI Bank,Supply of Rajmah Seeds under the scheme NFSNM-Pulse for the year 2025-26.,Supply of Rajmah Seeds under the scheme NFSNM-Pulse for the year 2025-26.,Please refer Tender documents. ,NA ,"50,00,000",Crop Products,NA ,Tender,90.0,60.0,"O/o the Director of Agriculture, BTC, Kokrajhar",783370.0,NA ,NA ,NA ,"O/o the Director of Agriculture, BTC, Kokrajhar",No ,No,"1,00,000",Yes,percentage,2.0%,Nil,Nil,Bodoland Territorial Council||Agriculture-BTC,DA/BTC/K/e-Tender/2025-26/12,2025_BoTC_44810_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,AOC
,,,,,,,2.0,270928.0,KRISHNA ENTERPRISE,30-Jun-2025 04:51 PM,Rejected-Finance,Reject,19-Jul-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Scanned copy of Technical qualification documents with sealed and signed in each document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,270934.0,VINAYAK SALES CORPORATION,30-Jun-2025 04:40 PM,Accepted-AOC,Lowest rate bidder,24-Jun-2026 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
