Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Public Works Roads Department,2026_PWD_50566_16,T/CC/ETN/SIL/2025-26/1033(T),Recovery and Reconstruction of Kabuganj Kachudharam (K.K) Road (Towards Sonai) Ph-II under NDRF (PDNA-2022) for the year 2025-26,"Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Banajit Adhikary,EE, Dholai and Sonai TR Division, Saukat Ali Ahmed, AEE, Sonai TR Sub Divn Jaybal Thousen, AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Hema Kanta Nath,08-Jun-2026 09:24 PM,finsummary_80476.pdf (1916.89 KB),Technical,Accepted,Hema Kanta Nath,25-Feb-2026 12:50 AM,technical_80476.pdf,1.0,296632.0,M/s BARAK CONSTRUCTION,INR,"3,997,300",Finance,Accepted,Hema Kanta Nath,08-Jun-2026 09:21 PM,finance_80476.pdf,BOQ Comparative Chart,08-Jun-2026,"INR 3,997,300",210.0,Hema Kanta Nath,08-Jun-2026 09:28 PM,CS.pdf (1917.00 KB),Accepted,"Ajit Kr. Das, S.E.,PWD(Roads) Cachar Circle, Silchar.",Internal,"Mimi Chakraborty, AEE(T/C), O/o The ACE, PWRD Barak Valley, Saukat Ali Ahmed, AEE, Sonai TR Sub Divn HK Nath, i/c AEE(T/C) O/o The SE,PWD(Rd) Cachar Circle Silchar",Hema Kanta Nath,25-Feb-2026 12:52 AM,25-Feb-2026 09:00 AM,techsummary_80476.pdf (1235.24 KB),1.0,296632.0,M/s BARAK CONSTRUCTION,06-Feb-2026 09:15 PM,Accepted-AOC,Being the lowest bidder,08-Jun-2026 09:28 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Document,28-Jan-2026 09:00 AM,07-Feb-2026 03:10 PM,28-Jan-2026 09:00 AM,07-Feb-2026 03:00 PM,28-Jan-2026 10:00 AM ,04-Feb-2026 03:00 PM ,28-Jan-2026 03:00 PM,07-Feb-2026 03:00 PM,25-Feb-2026 09:00 AM,"The SE, PWD(Roads) Cachar Circle, Silchar.","O/o The SE, PWD(Roads) Cachar Circle, Silchar.",Recovery and Reconstruction of Kabuganj Kachudharam (K.K) Road (Towards Sonai) Ph-II under NDRF (PDNA-2022) for the year 2025-26,"Recovery and Reconstruction of Kabuganj Kachudharam (K.K) Road (Towards Sonai) Ph-II under NDRF (PDNA-2022) for the year 2025-26, P/No.SE/SONAI/NDRF(PDNA-2022)/25-26/16",Please refer Tender documents. ,NA ,"39,99,800",Civil Works – Roads,NA ,Rate Contract,180.0,210.0,Cachar District.,788119.0,"O/o The SE, PWD(Roads) Cachar Circle, Silchar. ","O/o The SE, PWD(Roads) Cachar Circle, Silchar. ",04-Feb-2026 02:00 PM ,"O/o The SE, PWD(Roads) Cachar Circle, Silchar.",No ,No,"80,000",Yes,fixed,,Nil,Nil,Public Works Roads Department,T/CC/ETN/SIL/2025-26/1033(T),2026_PWD_50566_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,800.0,Nil,Nil,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,296668.0,SAHALOM HUSSAIN MAZUMDER,07-Feb-2026 12:22 PM,Rejected-AOC,Not being the lowest bidder,08-Jun-2026 09:28 PM,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
