S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,05-Feb-2026 05:00 PM,27-Feb-2026 02:30 PM,06-Feb-2026 02:00 PM,27-Feb-2026 02:00 PM,NA ,NA ,20-Feb-2026 10:00 AM,27-Feb-2026 02:00 PM,20-May-2026 02:00 PM,"4,16,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL QUALIFICATION PART,Construction of Storm Water Inner Drain from Jyoti Path to Shiv Mandir Jonakpur,Construction of Various Works under Guwahati Municipal Corporation,Please refer Bid Document ,NA ,,Miscellaneous Works,NA ,Tender,180.0,NA ,Guwahati,781006.0,Guwahati ,"Office of the Commissioner, GMC, Dispur-Ganeshguri, Guwahati-781006 ",09-Feb-2026 12:00 PM ,"Office of the Commissioner, GMC,",No ,No,Guwahati Municipal Corporation,GER/CE/2543/2026/13 Date_04 /02/2026,2026_GMC_50843_2,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,"The Commissioner,GMC","Office of the Commissioner, GMC, Dispur-Ganeshguri, Guwahati-781006","4,200",Nil,Nil,No,AOC,1,299760,BISWAJIT SARMA,27-Feb-2026 12:02 PM,Rejected-Technical,As per uploaded Document,19-May-2026 03:38 PM,Finance,Bid has been opened and admitted for further evaluation,Chandan Talukdar,20-May-2026 11:15 PM,,BOQ Comparative Chart,1.0,299783.0,P.S. ENTERPRISE,INR,"15,005,120",Additional Commissioner,Internal,,Dheeraj Patel,29-May-2026 03:55 PM,finsummary_80955.pdf (3939.78 KB),Technical,Bid has been opened and admitted for further evaluation,Chandan Talukdar,02-Mar-2026 01:10 PM,,"Addl.Commissioner,GMC",Internal,,Chandan Talukdar,19-May-2026 03:38 PM,20-May-2026 02:00 PM,techsummary_80955.pdf (1797.53 KB),Guwahati Municipal Corporation,2026_GMC_50843_2,GER/CE/2543/2026/13 Date_04 /02/2026,Construction of Storm Water Inner Drain from Jyoti Path to Shiv Mandir Jonakpur,16-Jun-2026,"INR 15,005,120",120.0,Dheeraj Patel,20-Jun-2026 10:30 AM,JYOTI_0001.pdf (333.00 KB),AOC
,,,,,,,,,,,,,,,,,,,.pdf,BID DOCUMENT DOWNLOADED FROM THE PORTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,299780,FARUK RAHMAN SAIKIA,27-Feb-2026 11:50 AM,Rejected-AOC,Work allotted to the Lowest Bidder.,20-Jun-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL PROPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,299783,P.S. ENTERPRISE,27-Feb-2026 11:26 AM,Accepted-AOC,Work allotted to the Lowest Bidder.,20-Jun-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,299682,Ranjan Barman,27-Feb-2026 12:03 PM,Rejected-AOC,Work allotted to the Lowest Bidder.,20-Jun-2026 10:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
