S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Extension,Date,,Bodoland Territorial Council||Education-BTC,DOE/SSA/Major_Repairing,2025_BoTC_49527_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,20-Dec-2025 04:00 PM,13-Jan-2026 12:00 PM,20-Dec-2025 04:00 PM,12-Jan-2026 04:00 PM,NA ,NA ,20-Dec-2025 04:00 PM,12-Jan-2026 04:00 PM,04-Feb-2026 03:00 PM,"80,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Standard Bidding Document,"1,200",Nil,Nil,No,DIRECTOR OF EDUCATION BTC KOKRAJHAR,O/O THE DIRECTOR OF EDUCATION BTC KOKRAJHAR,"Major Repairing of Bapuji High School in Secondary School under Samagra Siksha, Assam.","Major Repairing of Bapuji High School in Secondary School under Samagra Siksha, Assam.",Please refer Tender documents. ,NA ,"39,99,500",Civil Works,NA ,Tender,180.0,90.0,MUSHALPUR,781372.0,NA ,NA ,NA ,O/O THE DIRECTOR OF EDUCATION BTC KOKRAJHAR,No ,No,AOC,"J.P. Brahma, AES, Director of Education",Mixed,"J. Daimary, Member, AK Narzary, Member, K. Boro, Member K. Samsukha, Member, P. Nandi, Member",Jagadish P Brahma,04-Feb-2026 02:55 PM,04-Feb-2026 03:00 PM,techsummary_78576.pdf (845.10 KB),1,292793,APURBA BASUMATARY,12-Jan-2026 03:02 PM,Accepted-AOC,L1,02-Jun-2026 11:21 AM,Finance,Financial Evaluation,Jagadish P Brahma,02-Jun-2026 11:16 AM,finance_78576.pdf,BOQ Comparative Chart,02-Jun-2026,"INR 3,997,916.21",90.0,Jagadish P Brahma,02-Jun-2026 11:21 AM,WO.pdf (409.00 KB),WO,1.0,292793.0,APURBA BASUMATARY,INR,"3,997,916.21",Bodoland Territorial Council||Education-BTC,2025_BoTC_49527_1,DOE/SSA/Major_Repairing,"Major Repairing of Bapuji High School in Secondary School under Samagra Siksha, Assam.","J.P. Brahma, AES, Director of Education",Mixed,"K.L. Samsukha, DPE, SS K. Boro, SE, PWD, S.K. Dora, FA, BTC, P. Nandi, Acct, DE, B. Barman, Superentendent, DE, J. Daimary, JE, SS",Jagadish P Brahma,02-Jun-2026 11:18 AM,finsummary_78576.pdf (135.46 KB),Technical,technical opening,Jagadish P Brahma,04-Feb-2026 02:51 PM,technical_78576.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,292192,GUNAJIT BRAHMA,12-Jan-2026 03:13 PM,Rejected-Technical,Not Complied with Technical Specification,04-Feb-2026 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,292794,LONDON SWARGIARY,12-Jan-2026 11:49 AM,Rejected-AOC,L2,02-Jun-2026 11:21 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,292171,PRAFULLA BASUMATARY,12-Jan-2026 02:57 PM,Rejected-Technical,Not Complied with Technical Specification,04-Feb-2026 02:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
