Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
National Health Mission||State Programme Management Unit - NHM,2025_NHM_49709_12,I/1373076/2025,"Construction of New PHC at Chiporsangon PHC in Hailakandi District under XV-FC Health Grant under NHM, Assam.",OSD,Internal,,Dipankar Barman,02-Jun-2026 03:37 PM,finsummary_79010.pdf (289.60 KB),Technical,financial bid opened,Anupam Choudhury,28-Feb-2026 12:24 PM,,1.0,293397.0,VICTORIA INFRATECH,INR,"24,282,000",Finance,financial bid opened,Dipankar Barman,02-Jun-2026 03:34 PM,,BOQ Comparative Chart,02-Jun-2026,"INR 24,282,000",450.0,Dipankar Barman,02-Jun-2026 03:39 PM,chi.pdf (290.00 KB),work allotted,osd,Internal,,Anupam Choudhury,28-Feb-2026 12:26 PM,28-Feb-2026 12:30 PM,techsummary_79010.pdf (77.39 KB),1.0,293364.0,kabuj mahmud laskar,18-Jan-2026 04:25 PM,Rejected-Technical,not admitted,28-Feb-2026 12:26 PM,AOC,"4,85,659",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,I/1373076/2025,2025_NHM_49709_12,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"4,857",Nil,Nil,No,"Construction of New PHC at Chiporsangon PHC in Hailakandi District under XV-FC Health Grant under NHM, Assam.","Construction of New PHC at Chiporsangon PHC in Hailakandi District under XV-FC Health Grant under NHM, Assam.",Please refer Tender documents. ,NA ,"2,42,82,945",Civil Works - Building,NA ,Tender,225.0,450.0,Hailakandi,788151.0,NA ,NA ,NA ,O/o MD NHM Assam,No ,No,29-Dec-2025 06:00 PM,20-Jan-2026 03:30 PM,29-Dec-2025 06:00 PM,19-Jan-2026 02:00 PM,NA ,NA ,29-Dec-2025 06:00 PM,19-Jan-2026 02:00 PM,28-Feb-2026 12:30 PM,MD NHM Assam,O/o MD NHM Assam,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,293428.0,NERESH CHANDRA ROY,18-Jan-2026 03:54 PM,Rejected-Finance,not admitted,02-Jun-2026 03:37 PM,AOC,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,293397.0,VICTORIA INFRATECH,18-Jan-2026 03:28 PM,Accepted-AOC,work allotted,02-Jun-2026 03:39 PM,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
