Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"6,500",Nil,Nil,Yes,Public Works Roads Department,CS/JTRD/SOPD-G/172/2025-26,2026_PWD_52375_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"6,36,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,SBD,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,Construction of approach road connecting to Unity Mall near ISBT Guwahati under SOPD G for the year 2025 26,Construction of approach road connecting to Unity Mall near ISBT Guwahati under SOPD G for the year 2025 26,Please refer Tender documents. ,NA ,"3,18,20,200",Civil Works – Roads,NA ,Tender,180.0,180.0,ISBT,781035.0,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01 ,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01 ,21-May-2026 10:00 AM ,EE PWRD Jalukbari TRD Fancy Bazar Ghy 01,No ,No,1.0,SBI Bank,15-May-2026 05:30 PM,28-May-2026 04:00 PM,15-May-2026 06:00 PM,28-May-2026 12:00 PM,18-May-2026 02:00 PM ,19-May-2026 02:00 PM ,21-May-2026 12:00 PM,28-May-2026 12:00 PM,30-May-2026 03:30 PM,AOC,Public Works Roads Department,2026_PWD_52375_1,CS/JTRD/SOPD-G/172/2025-26,Construction of approach road connecting to Unity Mall near ISBT Guwahati under SOPD G for the year 2025 26,04-Jun-2026,"INR 31,819,000",180.0,Deepjyoti Medhi,04-Jun-2026 05:59 PM,FWOUnityMall.pdf (427.00 KB),Awarded,1.0,304154.0,CHANDAN HALOI,26-May-2026 04:03 PM,Rejected-AOC,Not Awarded,04-Jun-2026 05:59 PM,Finance,Financial Bid Opened,Deepjyoti Medhi,30-May-2026 04:42 PM,finance_82797.pdf,BOQ Comparative Chart,Technical,Technical Bid Opened,Surjya Ram Kalita,30-May-2026 02:19 PM,technical_82797.pdf,Executive Engineer PWD Jalukbari TRD,Internal,Binod Kumar Kakoti AEE TC Chandan Kataky AEE I Khitabuddin Ahmed AEE II Deepjyoti Medhi AE Surjya Ram Kalita JE,Deepjyoti Medhi,04-Jun-2026 05:56 PM,finsummary_82797.pdf (383.04 KB),1.0,304149.0,M/S JMK CONSTRUCTION & SUPPLIER,INR,"31,819,000",Executive Engineer PWD Jalukbari TRD,Internal,Binod Kumar Kakoti AEE TC Chandan Kataky AEE I Khitabuddin Ahmed AEE II Deepjyoti Medhi AE Surjya Ram Kalita JE,Surjya Ram Kalita,30-May-2026 02:46 PM,30-May-2026 03:30 PM,techsummary_82797.pdf (383.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,304149.0,M/S JMK CONSTRUCTION & SUPPLIER,26-May-2026 03:48 PM,Accepted-AOC,Awarded,04-Jun-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
