Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Reconstruction of Jamuguri Higher Secondary School, Sonitpur, Assam under SOPD scheme","Reconstruction of Jamuguri Higher Secondary School, Sonitpur, Assam under SOPD scheme",Please refer Tender documents. ,NA ,"3,22,00,671",Civil Works - Building,NA ,Tender,180.0,545.0,Jamuguri,784180.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",28-Jan-2026 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,1.0,SBI Bank,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","6,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-IV(H_E)/105/2025/8 Dated Guwahati 07 Jan 2026,2026_PWBNH_50352_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,20-Jan-2026 11:00 AM,07-Feb-2026 04:00 PM,20-Jan-2026 11:00 AM,07-Feb-2026 03:00 PM,NA ,NA ,20-Jan-2026 11:30 AM,07-Feb-2026 03:00 PM,12-Feb-2026 11:00 AM,"6,44,013",Yes,percentage,2.0%,Nil,Nil,AOC,CE PWD(Bldg),Internal,,Chandana Basumatary,11-Feb-2026 05:21 PM,12-Feb-2026 11:00 AM,techsummary_80197.pdf (816.43 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_50352_1,CE/TB-IV(H_E)/105/2025/8 Dated Guwahati 07 Jan 2026,"Reconstruction of Jamuguri Higher Secondary School, Sonitpur, Assam under SOPD scheme",1.0,296724.0,Probin Dihingia,INR,"34,704,108",Technical,Summary,Chandana Basumatary,07-Feb-2026 04:41 PM,technical_80197.pdf,1.0,296724.0,Probin Dihingia,07-Feb-2026 08:49 AM,Accepted-AOC,Awarded,06-Jun-2026 12:59 PM,Finance,Summary,ABIDUR RAHMAN,12-Feb-2026 12:47 PM,finance_80197.pdf,BOQ Comparative Chart,Chief Engineer,Internal,,ABIDUR RAHMAN,06-Jun-2026 12:57 PM,finsummary_80197.pdf (248.32 KB),06-Jun-2026,"INR 34,704,108",545.0,ABIDUR RAHMAN,06-Jun-2026 12:59 PM,JamuguriSOPD.pdf (248.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
