Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
12-Jan-2026 12:30 PM,16-Jan-2026 03:00 PM,12-Jan-2026 12:30 PM,16-Jan-2026 02:00 PM,NA ,NA ,12-Jan-2026 12:30 PM,16-Jan-2026 02:00 PM,02-Feb-2026 02:35 PM,"Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jamunamukh HSS under Kaliabor, Samaguri, Barhampur and Rupohihat TBD ( Package-70)","Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jamunamukh HSS under Kaliabor, Samaguri, Barhampur and Rupohihat TBD ( Package-70)",Please refer Tender documents. ,NA ,"4,08,13,329",Civil Works - Building,NA ,Tender,180.0,545.0,Kaliabor,782137.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",13-Jan-2026 11:30 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,"8,500",Nil,Nil,No,"8,16,267",Yes,percentage,2.0%,Nil,Nil,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",1.0,SBI Bank,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-III(H_E)/40/2025/30 Dated Guwahati the 08/01/2026,2026_PWBNH_50153_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,AOC,CE PWD(Bldg),Internal,,Chandana Basumatary,02-Feb-2026 02:29 PM,02-Feb-2026 02:35 PM,techsummary_79848.pdf (436.80 KB),1.0,292979.0,Rishabh Jain,INR,"44,177,777",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_50153_1,CE/TB-III(H_E)/40/2025/30 Dated Guwahati the 08/01/2026,"Construction of New Building of 100 Secondary Schools under RIDF-XXXI (2025-26) for Jamunamukh HSS under Kaliabor, Samaguri, Barhampur and Rupohihat TBD ( Package-70)",Finance,Summary,ABIDUR RAHMAN,02-Feb-2026 02:47 PM,finance_79848.pdf,BOQ Comparative Chart,Technical,Summary,Chandana Basumatary,16-Jan-2026 05:05 PM,technical_79848.pdf,1.0,292979.0,Rishabh Jain,14-Jan-2026 08:33 PM,Accepted-AOC,accepted,17-Jun-2026 02:08 PM,17-Jun-2026,"INR 44,177,777",545.0,ABIDUR RAHMAN,17-Jun-2026 02:07 PM,jamunamukhFWO.pdf (1210.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,17-Jun-2026 02:04 PM,finsummary_79848.pdf (1209.92 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
