Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
24-Dec-2025 04:00 PM,20-Jan-2026 12:00 PM,24-Dec-2025 04:00 PM,19-Jan-2026 04:00 PM,NA ,NA ,27-Dec-2025 10:00 AM,19-Jan-2026 04:00 PM,11-Mar-2026 12:45 PM,"1,11,559",Yes,percentage,2.0%,Nil,Nil,Executive Officer,"GNB Road, Rangapara,Sonitpur Assam, 784505",1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,Construction of Pavers block road at Dumping Ground road Uppor Kachari Gaon with installation of 22 nos 20-watt white LED solar street light system under Rangapara Municipal Board from the 15th FC 1st installment of Tied Grant for the year 2022-2023,Construction of Pavers block road at Dumping Ground road Uppor Kachari Gaon with installation of 22 nos 20-watt white LED solar street light system under Rangapara Municipal Board from the 15th FC 1st installment of Tied Grant for the year 2022-2023,Please refer Tender documents. ,NA ,"55,77,955",Civil Works – Roads,NA ,Tender,180.0,90.0,Construction of Pavers block road at Dumping Groun,784505.0,"Conference Hall, Rangapara Municipal Board, Assam ","Office of the Rangapara Municipal Board, GNB ROAD, RANGAPARA, SONITPUR, ASSAM,784505. ",26-Dec-2025 11:30 AM ,"GNB Road, Rangapara,Sonitpur Assam, 784505",No ,No,Urban Development Department||Directorate of Municipality Administration - UDD||Rangapara Municipal Board,RMB/PWD/15th FC/33/2020/Vol-II/334A,2025_UDD_49619_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,AOC,Urban Development Department||Directorate of Municipality Administration - UDD||Rangapara Municipal Board,2025_UDD_49619_1,RMB/PWD/15th FC/33/2020/Vol-II/334A,Construction of Pavers block road at Dumping Ground road Uppor Kachari Gaon with installation of 22 nos 20-watt white LED solar street light system under Rangapara Municipal Board from the 15th FC 1st installment of Tied Grant for the year 2022-2023,03-Jun-2026,"INR 4,406,584",90.0,Azharul Alam,04-Jun-2026 03:22 PM,Work_Order_Dumpsite_Road.pdf (590.00 KB),1,293512,BHANU BHAKTA SHARMA,19-Jan-2026 03:18 PM,Accepted-AOC,Accepted as lowest price bid,04-Jun-2026 03:23 PM,Finance,admitted all the bidders,Hari Sadhan Das,11-Mar-2026 01:28 PM,,BOQ Comparative Chart,Technical,Technical document opened for all 5 bidders,Azharul Alam,20-Jan-2026 12:22 PM,,Sri Hari Sadhan Das,Internal,,Azharul Alam,18-May-2026 12:57 PM,finsummary_78760.pdf (1006.48 KB),1.0,293512.0,BHANU BHAKTA SHARMA,INR,"4,406,584",Sri Hari Sadhan Das,Internal,,Azharul Alam,11-Mar-2026 12:31 PM,11-Mar-2026 12:45 PM,techsummary_78760.pdf (1001.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,292997,Kanu Dutta,19-Jan-2026 02:22 PM,Rejected-AOC,Rejected as 2nd lowest price bid,04-Jun-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,293573,L N ENTERPRISE,19-Jan-2026 02:30 PM,Rejected-Technical,Technically not qualified,11-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,293692,M/S S H ENTERPRISE,19-Jan-2026 12:17 PM,Rejected-AOC,Rejected as 4th lowest price bid,04-Jun-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,293678,Raj Kumar Daimary,19-Jan-2026 02:46 PM,Rejected-AOC,Rejected as 3rd lowest price bid,04-Jun-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
