Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
23-Jun-2026,"INR 212,503,640",545.0,ABIDUR RAHMAN,23-Jun-2026 12:13 PM,ccbgolaghatFWO.pdf (1219.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,23-Jun-2026 12:10 PM,finsummary_75633.pdf (1218.77 KB),1.0,282835.0,M/S. M.P. AGARWALLA,07-Oct-2025 06:58 PM,Accepted-AOC,awarded,23-Jun-2026 12:13 PM,Technical,Summary,Chandana Basumatary,13-Oct-2025 01:15 PM,technical_75633.pdf,Finance,Summary,Chandana Basumatary,31-Oct-2025 03:31 PM,finance_75633.pdf,BOQ Comparative Chart,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_47384_2,CE/TB-III/(H_E)/21/2024/6 Dated 19/085/2025,"Construction of 50 bedded Critical Care Hospital Block (CCB) at Golaghat Medical College and Hospital in Golaghat district, Assam under PMABHIM",1.0,282835.0,M/S. M.P. AGARWALLA,INR,"212,503,640","CE (H_E), PW (H_E) Deptt. Chandmari, Ghy-3",Internal,,ABIDUR RAHMAN,31-Oct-2025 03:12 PM,31-Oct-2025 03:15 PM,techsummary_75633.pdf (1105.94 KB),AOC,"Construction of 50 bedded Critical Care Hospital Block (CCB) at Golaghat Medical College and Hospital in Golaghat district, Assam under PMABHIM","Construction of 50 bedded Critical Care Hospital Block (CCB) at Golaghat Medical College and Hospital in Golaghat district, Assam under PMABHIM",Please refer Tender documents. ,NA ,"19,03,54,982",Civil Works - Building,NA ,Tender,180.0,545.0,Golaghat,785621.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",15-Sep-2025 11:30 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,09-Sep-2025 01:05 PM,10-Oct-2025 03:30 PM,09-Sep-2025 01:05 PM,10-Oct-2025 02:00 PM,NA ,NA ,09-Sep-2025 01:05 PM,10-Oct-2025 02:00 PM,31-Oct-2025 03:15 PM,"20,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-III/(H_E)/21/2024/6 Dated 19/085/2025,2025_PWBNH_47384_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"38,07,100",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,1.0,Extension Notice,Date,,AOC
,,,,,,,,,,,,2.0,283060.0,Tribeni Constructions Limited,09-Oct-2025 12:18 PM,Rejected-AOC,not awarded,23-Jun-2026 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
