S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,11-May-2026 04:05 PM,03-Jun-2026 11:00 AM,12-May-2026 11:00 AM,02-Jun-2026 04:00 PM,NA ,NA ,12-May-2026 11:00 AM,02-Jun-2026 04:00 PM,04-Jun-2026 01:35 PM,Urban Development Department||Directorate of Municipality Administration - UDD||Teok Municipal Board,TMB302/2025-26/4570,2026_UDD_52274_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"3,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RFB,Renovation/Upgradation of Bongali Gaon Piped Water Supply Scheme under Teok Municipal Board,Renovation/Upgradation of Bongali Gaon Piped Water Supply Scheme under Teok Municipal Board,Please refer Tender documents. ,NA ,"37,00,307",Civil Works - Water Works,NA ,Tender,120.0,90.0,Teok Municipal Board,785112.0,NA ,NA ,NA ,Teok Municipal Board,No ,No,Executive Officer,Teok Municipal Board,"74,006",Yes,percentage,2.0%,Nil,Nil,AOC,Laki Borborah Gogoi,Internal,"Chairperson, EO, FAO, EE (PHE), Dy Director (TCP)",Sudarshan Borah,04-Jun-2026 01:51 PM,finsummary_82694.pdf (182.00 KB),Technical,admitted,Laki Borborah Gogoi,04-Jun-2026 10:45 AM,,1.0,304519.0,SUNIL KALITA,INR,"3,515,291.65",Laki Borborah Gogoi,Internal,"Chairperson, EO, FAO, EE (PHE), Dy Director (TCP)",Laki Borborah Gogoi,04-Jun-2026 01:33 PM,04-Jun-2026 01:35 PM,techsummary_82694.pdf (182.59 KB),1,304523,HIMANGSHU GOGOI,02-Jun-2026 06:56 AM,Rejected-Finance,Higher Bid,04-Jun-2026 01:51 PM,Finance,Admitted,Sudarshan Borah,04-Jun-2026 01:47 PM,,BOQ Comparative Chart,Urban Development Department||Directorate of Municipality Administration - UDD||Teok Municipal Board,2026_UDD_52274_1,TMB302/2025-26/4570,Renovation/Upgradation of Bongali Gaon Piped Water Supply Scheme under Teok Municipal Board,04-Jun-2026,"INR 3,515,291.65",90.0,Sudarshan Borah,04-Jun-2026 01:58 PM,AOC.pdf (401.00 KB),Contract awarded to Lowest Qualified Bidder,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,304520,SRI MUKUL BORA,02-Jun-2026 12:38 AM,Rejected-Technical,Required documents not met,04-Jun-2026 01:33 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,304519,SUNIL KALITA,02-Jun-2026 07:08 AM,Accepted-AOC,Lowest Qualified Bidder,04-Jun-2026 01:58 PM,,,,,,,,,,,,,,,,,,AOC
