Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"Padumoni Nature Park and Spiritual Wellness Hub at Padumoni AAI Than, Lakhimpur, Assam under Engineering, Procurement and Construction (EPC) Mode-I Basis","Padumoni Nature Park and Spiritual Wellness Hub at Padumoni AAI Than, Lakhimpur, Assam under Engineering, Procurement and Construction (EPC) Mode-I Basis",Please refer Tender documents. ,NA ,"5,79,50,227",Civil Works - Building,NA ,Tender,180.0,545.0,Lakhimpur,787001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",19-Feb-2026 11:00 AM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,SBI Bank,12-Feb-2026 06:30 PM,05-Mar-2026 03:00 PM,12-Feb-2026 06:30 PM,05-Mar-2026 02:00 PM,NA ,NA ,12-Feb-2026 06:30 PM,05-Mar-2026 02:00 PM,11-Mar-2026 06:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,CE/TB-III(B)/115/2025/11,2026_PWBNH_51111_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"11,59,005",Yes,percentage,2.0%,Nil,Nil,"11,600",Nil,Nil,No,AOC,1.0,299965.0,M/S NORTHERN GASES,INR,"57,950,000",Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2026_PWBNH_51111_1,CE/TB-III(B)/115/2025/11,"Padumoni Nature Park and Spiritual Wellness Hub at Padumoni AAI Than, Lakhimpur, Assam under Engineering, Procurement and Construction (EPC) Mode-I Basis",CE PWD(Bldg),Internal,,ABIDUR RAHMAN,11-Mar-2026 05:58 PM,11-Mar-2026 06:00 PM,techsummary_81299.pdf (317.31 KB),CE PWD(Bldg),Internal,,Shaswati Saikia,17-Jun-2026 01:44 PM,finsummary_81299.pdf (739.46 KB),17-Jun-2026,"INR 57,950,000",545.0,Shaswati Saikia,17-Jun-2026 01:50 PM,AOC.pdf (521.00 KB),Work Alloted to L1 Bidder,Technical,Summary,Subrata Bora,05-Mar-2026 06:34 PM,technical_81299.pdf,1.0,300217.0,A.G. CONSTRUCTION,05-Mar-2026 11:17 AM,Rejected-Finance,L2 Bidder,17-Jun-2026 01:44 PM,Finance,Summary,Subrata Bora,11-Mar-2026 06:04 PM,finance_81299.pdf,BOQ Comparative Chart,AOC
,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,300271.0,M/S Kalita Enterprise,05-Mar-2026 01:11 PM,Rejected-Technical,Non-Responsive,11-Mar-2026 05:58 PM,,,,,,,AOC
,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,299965.0,M/S NORTHERN GASES,04-Mar-2026 08:19 AM,Accepted-AOC,L1 Bidder,17-Jun-2026 01:51 PM,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,300469.0,Sri Ransingh Daimari,05-Mar-2026 01:01 PM,Rejected-Technical,Non-Responsive,11-Mar-2026 05:58 PM,,,,,,,AOC
,,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
