Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.rar,"EMD , Tender Processing Fees, Technical Bid document",12-Jan-2026 02:30 PM,30-Jan-2026 11:00 AM,12-Jan-2026 02:30 PM,28-Jan-2026 02:00 PM,12-Jan-2026 05:00 PM ,17-Jan-2026 09:00 AM ,19-Jan-2026 05:00 PM,28-Jan-2026 02:00 PM,16-Feb-2026 02:00 PM,Appointment of CA/CMA firms for internal audit PKG 2,Appointment of CA/CMA firms for conducting the internal audit for the financial year 202526 on half yearly basis PKG2,Please refer Tender documents. ,NA ,"8,00,040",Miscellaneous Services,Internal Audit ,Tender,180.0,NA ,Assam,781001.0,Guwahati ,"O/o the CGM-Audit, APDCL, 4th Floor, Bijulee Bhawan, Guwahati-01 ",17-Jan-2026 03:00 PM ,Guwahati,No ,No,1.0,Estimated Cost,BOQ,,"CGM Audit,APDCL","O/o the CGM-Audit, APDCL, 4th Floor, Bijulee Bhawan, Guwahati-01","3,000",Nil,Nil,No,1.0,SBI Bank,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/2023/05/P1,2026_APDCL_50178_2,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Online,No,No,No,"20,000",No,fixed,,Nil,Nil,AOC,"CGM, Audit",Internal,,Jubi Jain,16-Feb-2026 12:51 PM,16-Feb-2026 02:00 PM,techsummary_79939.pdf (699.74 KB),Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2026_APDCL_50178_2,CGM(Audit)/IA/APDCL/2023/05/P1,Appointment of CA/CMA firms for internal audit PKG 2,1.0,295179.0,Hari Singh and Associates,INR,"782,372",Finance,The financial bid is opened.,Kanak Chandra Mazumdar,16-Feb-2026 02:26 PM,,BOQ Comparative Chart,Technical,Bids opened on 30.01.2026,Khanin Choudhury,30-Jan-2026 11:42 AM,,1,295215,A JOHN MORIS & CO,28-Jan-2026 12:13 PM,Rejected-Finance,Not H1,19-Feb-2026 02:55 PM,27-Feb-2026,"INR 782,372",97.0,Jubi Jain,10-Jun-2026 01:16 PM,LOA2.pdf (1765.00 KB),"CGM, Audit,APDCL",Internal,,Jubi Jain,19-Feb-2026 02:55 PM,finsummary_79939.pdf (428.78 KB),AOC
2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,295485,ASIJA & ASSOCIATES LLP,28-Jan-2026 01:44 PM,Rejected-Technical,Nonresponsive as per clause 3.2 and 3.3,16-Feb-2026 12:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,294513,BISWAS DASGUPTA DATTA AND ROY,27-Jan-2026 03:55 PM,Rejected-Finance,Not H1,19-Feb-2026 02:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,295311,DIWAN KUNWARIYA AND CO,28-Jan-2026 01:43 PM,Rejected-Technical,Nonresponsive as per clause 3.2 and 3.3,16-Feb-2026 12:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,295050,D N DOKANIA & ASSOCIATES,27-Jan-2026 07:52 PM,Rejected-Finance,Not H1,19-Feb-2026 02:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,295179,Hari Singh and Associates,28-Jan-2026 12:42 PM,Accepted-AOC,H1 bidder,10-Jun-2026 01:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,294851,M BORAR AND CO,27-Jan-2026 10:10 PM,Rejected-Finance,PKG1 awarded,19-Feb-2026 02:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,295232,Mookherjee Biswas & Pathak,28-Jan-2026 12:03 PM,Rejected-Finance,Not H1,19-Feb-2026 02:55 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,294497,RSA and CO.,27-Jan-2026 05:07 PM,Rejected-Technical,Nonresponsive as per clause 3.2 and 3.3,16-Feb-2026 12:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,295431,Sarupria Somani & Associates,28-Jan-2026 12:21 PM,Rejected-Finance,Not H1,19-Feb-2026 02:55 PM,,,,,,,,,,,,,AOC
