Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
EE,Internal,EE. AEE. AE,Nural Ameen Ahmed,04-Mar-2026 03:51 PM,04-Mar-2026 03:55 PM,techsummary_80561.pdf (4720.72 KB),1.0,298518.0,Nozrul Islam,INR,"4,858,919.96",EE,Internal,,Nural Ameen Ahmed,03-Jun-2026 05:40 PM,finsummary_80561.pdf (1513.23 KB),Technical,4 bids admitted,Nural Ameen Ahmed,04-Mar-2026 03:49 PM,technical_80561.pdf,1.0,Tender Revocation,Tender Revocation,04-Mar-2026 03:17 PM,Corrigendum_2.pdf ,810.0,Technical Opening,Finance,4 bids admitted,Nural Ameen Ahmed,03-Jun-2026 05:37 PM,finance_80561.pdf,BOQ Comparative Chart,1,297770,Bahadur Islam,18-Feb-2026 11:10 AM,Rejected-AOC,L2,03-Jun-2026 05:43 PM,03-Jun-2026,"INR 4,858,919.96",90.0,Nural Ameen Ahmed,03-Jun-2026 05:42 PM,FWO_PDNA_2.pdf (935.00 KB),Public Works Roads Department,2026_PWD_50619_2,SSRDM/TC-65/NIT/PDNA/2025-26/2,"Permanent Restoration of flood damage of Monjuri to Nizchirakhowa Road under Reconstruction and Recovery Window (Assam Floods and Landslides 2022, PDNA) for the year 2025-26. Package No. SSDTRD_PDNA_2",AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,Public Works Roads Department,SSRDM/TC-65/NIT/PDNA/2025-26/2,2026_PWD_50619_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,21,500",Yes,fixed,,Nil,Nil,"1,200",Nil,Nil,No,"Permanent Restoration of flood damage of Monjuri to Nizchirakhowa Road under Reconstruction and Recovery Window (Assam Floods and Landslides 2022, PDNA) for the year 2025-26. Package No. SSDTRD_PDNA_2","Permanent Restoration of flood damage of Monjuri to Nizchirakhowa Road under Reconstruction and Recovery Window (Assam Floods and Landslides 2022, PDNA) for the year 2025-26. Package No. SSDTRD_PDNA_2",Please refer Tender documents. ,NA ,"60,74,419",Civil Works – Roads,NA ,Tender,180.0,NA ,Mankachar,783131.0,NA ,NA ,NA ,"O/O The E.E, PWRD South Salmara Dist. TR Div.",No ,No,1.0,SBI Bank,29-Jan-2026 04:00 PM,19-Feb-2026 10:30 AM,29-Jan-2026 04:00 PM,18-Feb-2026 02:00 PM,NA ,NA ,29-Jan-2026 04:00 PM,18-Feb-2026 02:00 PM,04-Mar-2026 03:55 PM,Executive Engineer,"O/O The Executive Engineer, PWRD South Salmara District T R Division, Mankachar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,298473,Dhrubajyoti Dutta,18-Feb-2026 12:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2026 03:49 PM,,,,,,,,,,,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,298378,Farukh Ahmed,17-Feb-2026 03:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2026 03:49 PM,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,298481,M/S J D ENTERPRISE,18-Feb-2026 12:44 PM,Rejected-AOC,L3,03-Jun-2026 05:43 PM,,,,,,,,,,,AOC,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,298518,Nozrul Islam,17-Feb-2026 06:44 PM,Accepted-AOC,L1,03-Jun-2026 05:43 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,297740,Shazibul Hassan Mollah,18-Feb-2026 01:05 PM,Rejected-AOC,L4,03-Jun-2026 05:43 PM,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
