Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Summary,Chandana Basumatary,04-Dec-2025 04:21 PM,finance_76934.pdf,BOQ Comparative Chart,1.0,286724.0,KUSHAN CHOUDHURY,21-Nov-2025 12:52 PM,Accepted-AOC,L1,18-Jun-2026 05:03 PM,Technical,Summary,Chandana Basumatary,21-Nov-2025 04:58 PM,technical_76934.pdf,18-Jun-2026,"INR 44,495,000",545.0,ABIDUR RAHMAN,18-Jun-2026 05:03 PM,kushanAOC.pdf (520.00 KB),Chief Engineer,Internal,,ABIDUR RAHMAN,18-Jun-2026 05:01 PM,finsummary_76934.pdf (519.66 KB),CE PWD(Bldg),Internal,,ABIDUR RAHMAN,04-Dec-2025 04:06 PM,04-Dec-2025 04:15 PM,techsummary_76934.pdf (828.82 KB),Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2025_PWBNH_48401_3,Tech-IV(H_E)/RIDF XXXI/01/2025/30 Dated Guwahati the 22nd Oct 2025,Package-11 Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Dudhnoi Girls High School under Goalpara DTBD,1.0,286724.0,KUSHAN CHOUDHURY,INR,"44,495,000",AOC,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"8,500",Nil,Nil,No,"CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3","8,15,216",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Package-11 Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Dudhnoi Girls High School under Goalpara DTBD,Package-11 Construction of 100 Secondary Schools in 35 Districts of Assam under RIDF-XXXI (2025-26) for Dudhnoi Girls High School under Goalpara DTBD,Please refer Tender documents. ,NA ,"4,07,60,824",Civil Works - Building,NA ,Tender,180.0,545.0,Goalpara,783101.0,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ","O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3 ",07-Nov-2025 11:00 AM ,"O/O The CE (H_E) P.W. (H_E) Deptt Chandmari, Ghy-3",No ,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Tech-IV(H_E)/RIDF XXXI/01/2025/30 Dated Guwahati the 22nd Oct 2025,2025_PWBNH_48401_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,04-Nov-2025 09:00 AM,21-Nov-2025 04:00 PM,04-Nov-2025 09:00 AM,21-Nov-2025 03:00 PM,NA ,NA ,04-Nov-2025 09:00 AM,21-Nov-2025 03:00 PM,04-Dec-2025 04:15 PM,AOC
,,,,,,2.0,286666.0,M/S SUNRISE ENTERPRISE,21-Nov-2025 01:19 PM,Rejected-AOC,L2,18-Jun-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,APPENDIX-IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
