Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Processing Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Information - Public Relations - Printing and Stationery Department||Directorate of Printing and Stationery-Assam,E-1496087,2025_IPRPS_48718_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,"15,000",Yes,fixed,,Nil,Nil,0.0,"1,000",Nil,Nil,No,19-Nov-2025 04:00 PM,15-Dec-2025 02:30 PM,19-Nov-2025 04:05 PM,15-Dec-2025 01:00 PM,NA ,NA ,19-Nov-2025 04:30 PM,15-Dec-2025 01:00 PM,18-Dec-2025 01:00 PM,1.0,SBI Bank,1.0,Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,Director Printing and Stationery,Directorate of printing and Stationery,Printing and Supply of Engagement Pad 2026,Printing and Supply of Engagement Pad 2026,Please refer Tender documents. ,NA ,"6,85,000",Supply of Materials,NA ,Tender,180.0,7.0,Directorate of printing and Stationery,781021.0,NA ,NA ,NA ,Directorate of printing and Stationery,No ,No,AOC,Director,Internal,,Sanghamitra Lamphusa,17-Dec-2025 02:08 PM,18-Dec-2025 01:00 PM,techsummary_77405.pdf (331.42 KB),Information - Public Relations - Printing and Stationery Department||Directorate of Printing and Stationery-Assam,2025_IPRPS_48718_1,E-1496087,Printing and Supply of Engagement Pad 2026,1.0,289314.0,URBAN CHANAKYA,INR,"528,000",Finance,Urban Chanakya found to be L1 Bidder,Sanghamitra Lamphusa,22-Jun-2026 01:03 PM,,BOQ Comparative Chart,Technical,Bid opened on 15/12/2025 and it was found that 4 nos. of bidders participated in the tender process. All 4 nos. of bidders were found technically responsive.,Sanghamitra Lamphusa,17-Dec-2025 01:27 PM,,1,288493,AURORA FINE ARTS,12-Dec-2025 06:37 PM,Not Admitted-Finance,Not qualified for AOC,22-Jun-2026 01:03 PM,Director,Internal,,Sanghamitra Lamphusa,22-Jun-2026 01:06 PM,finsummary_77405.pdf (188.53 KB),22-Jun-2026,"INR 528,000",7.0,Sanghamitra Lamphusa,22-Jun-2026 01:14 PM,WorkOrderEngagement.pdf (261.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,288829,RK PRINTERS,08-Dec-2025 05:18 PM,Not Admitted-Finance,Not qualified for AOC,22-Jun-2026 01:03 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,288812,Singhania printing press LLP,14-Dec-2025 01:09 PM,Not Admitted-Finance,Not qualified for AOC,22-Jun-2026 01:03 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,289314,URBAN CHANAKYA,13-Dec-2025 08:43 PM,Accepted-AOC,L1,22-Jun-2026 01:14 PM,,,,,,,,,,,,,AOC
