Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of road from Bharatnagar to Takampur road by providing SDBC under CMs Goodwill Mission-RIDF-XXXI for the year 2025-26. TN_67KOK_RIDF-XXXI-46,Construction of road from Bharatnagar to Takampur road by providing SDBC under CMs Goodwill Mission-RIDF-XXXI for the year 2025-26. TN_67KOK_RIDF-XXXI-46,Refer to Tender Documents ,NA ,"1,00,00,000",Civil Works – Roads,NA ,Tender,180.0,180.0,Kokrajhar,783370.0,NA ,NA ,NA ,Kokrajhar,No ,No,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,No.ACE-22/PWD/NIT/GW/25-26/19,2025_BTC_49356_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,15-Dec-2025 12:00 PM,07-Jan-2026 11:00 AM,15-Dec-2025 12:00 PM,06-Jan-2026 12:30 PM,15-Dec-2025 12:00 PM ,06-Jan-2026 12:00 PM ,15-Dec-2025 12:30 PM,06-Jan-2026 12:30 PM,13-Feb-2026 11:00 AM,1.0,SBI Bank,"2,00,000",Yes,percentage,2.0%,Nil,Nil,Sri J.M. Basumatary,"O/o the Addl. Chief Engineer-cum-Director, PWD, BTC, Kokrajhar.","2,000",Nil,Nil,No,AOC,1.0,291528.0,Arjun Saha,02-Jan-2026 11:05 PM,Rejected-AOC,L3,09-Jun-2026 06:29 PM,Finance,Minutes of Financial,Jintu Uzir,09-Jun-2026 06:26 PM,finance_78365.pdf,BOQ Comparative Chart,1.0,291525.0,LEELA MALOO,INR,"9,999,460",Sri Jaga Mohan Basumatary,Internal,"Sri Jaga Mohan Basumatary, Sri Rabin Ch. Brahma, Smt. Khanthai Basumatary, Sri Jintu Uzir, Sri Arun Ch. Basumatary.",Jintu Uzir,09-Jun-2026 06:27 PM,finsummary_78365.pdf (663.70 KB),Technical,Minutes of the Technical Bid Opening,Khanthai Basumatary,06-Feb-2026 11:04 AM,technical_78365.pdf,Sri Jaga Mohan Basumatary,Internal,"Sri Jaga Mohan Basumatary, Sri Rabin Ch. Brahma, Smt. Khanthai Basumatary, Sri Jintu Uzir, Sri Arun Ch. Basumatary.",MILAN MAHILARY,12-Feb-2026 08:43 PM,13-Feb-2026 11:00 AM,techsummary_78365.pdf (1147.17 KB),Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,2025_BTC_49356_1,No.ACE-22/PWD/NIT/GW/25-26/19,Construction of road from Bharatnagar to Takampur road by providing SDBC under CMs Goodwill Mission-RIDF-XXXI for the year 2025-26. TN_67KOK_RIDF-XXXI-46,09-Jun-2026,"INR 9,999,460",180.0,Jintu Uzir,09-Jun-2026 06:29 PM,AOC.pdf (752.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,291521.0,Jethmal Maloo,02-Jan-2026 11:28 PM,Rejected-AOC,L2,09-Jun-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,291525.0,LEELA MALOO,02-Jan-2026 10:41 PM,Accepted-AOC,L1,09-Jun-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
