Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Publish Date.1,Bid Opening Date.1,Bid Submission Opening Date,Bid Submission Closing Date,Pre Bid Meeting Date.1,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,2024_DoIT_37723_1,AEDC/SDC/IT/2024-25/001,Supply Installation and Maintenance of Data Center Components,Ramendra Hazarika,Internal,,Jyoti Prasad,28-Aug-2024 04:56 PM,finsummary_61343.pdf (319.96 KB),Technical,Technical Bids opened,Jyoti Prasad,29-Jul-2024 04:42 PM,,Finance,Financial Bid opened,Bapi Sarkar,20-Aug-2024 01:14 PM,,BOQ Comparative Chart,10-Sep-2024,"INR 19,583,929",45.0,Jyoti Prasad,04-Jun-2026 04:28 PM,WO.pdf (568.00 KB),1.0,235765.0,Poly Informatics Private Limited,INR,"19,583,929",Ramendra Hazarika,Internal,,Jyoti Prasad,16-Aug-2024 04:02 PM,techsummary_61343.pdf (365.37 KB),1,234177,Bharti Airtel Services Ltd,19-Aug-2024 10:46 PM,Rejected-Finance,L5,28-Aug-2024 04:56 PM,AOC,Principal Secretary-Department of Information Technology||Assam Electronics Development Corporation Ltd-DoIT||Store and Purchase - AMTRON - DoIT,AEDC/SDC/IT/2024-25/001,2024_DoIT_37723_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,Yes,"1,000",Nil,Nil,No,Supply Installation and Maintenance of Data Center Components,Supply Installation and Maintenance of Data Center Components,Refer RFP ,NA ,,Miscellaneous Works,Data Center Components ,Tender,180.0,45.0,Guwahati,781021.0,NA ,NA ,NA ,AEDC Ltd,No ,No,24-Jun-2024 05:00 PM,29-Jul-2024 04:30 PM,24-Jun-2024 05:00 PM,29-Jul-2024 03:00 PM,24-Jun-2024 05:00 PM ,01-Jul-2024 11:00 AM ,02-Jul-2024 11:00 AM,29-Jul-2024 03:00 PM,20-Aug-2024 12:30 PM,Managing Director,Assam Electronics Dev Corporation Ltd Industrial Estate Bamunimaidan Guwahati 781021 Assam,16-Aug-2024 04:30 PM,20-Aug-2024 12:30 PM,16-Aug-2024 04:30 PM,20-Aug-2024 11:00 AM,,1.0,Date Extension IV,Date,,"3,00,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,signed copy of RFP,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,235483,Bloom Electronics (P) Ltd,29-Jul-2024 02:04 PM,Rejected-Finance,L7,28-Aug-2024 04:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD and Processing fee particulars,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,235413,CYFUTURE INDIA PVT. LTD.,29-Jul-2024 02:20 PM,Not Admitted-Finance,Stage 2 Not Submitted Bid,20-Aug-2024 01:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Compliance and Technical Bid Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,235630,Elite Computers & Communications Pvt. Ltd.,27-Jul-2024 05:56 PM,Rejected-Finance,L2,28-Aug-2024 04:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price Bid,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,234359,Inspirisys Solutions Limited,29-Jul-2024 11:54 AM,Rejected-Finance,L3,28-Aug-2024 04:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,234909,JIL Information Technology Limited,29-Jul-2024 01:57 PM,Rejected-Finance,L6,28-Aug-2024 04:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,235765,Poly Informatics Private Limited,29-Jul-2024 02:47 PM,Accepted-AOC,L1,04-Jun-2026 04:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,234336,VVDN Technologies Pvt. Ltd.,29-Jul-2024 12:29 PM,Rejected-Finance,L4,28-Aug-2024 04:56 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
