EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"3,41,003",Yes,percentage,2.0%,Nil,Nil,"Protection work at Dirring FIS under SDMF for the year 2023-24 under Barama Chapaguri Division(Irrigation), Mushalpur Baksa (Package-1)","Protection work at Dirring FIS under SDMF for the year 2023-24 under Barama Chapaguri Division(Irrigation), Mushalpur Baksa (Package-1)",Please refer Tender documents. ,NA ,"1,70,50,142",Civil Works,NA ,Tender,180.0,365.0,Tamulpur,781367.0,o-o the Chief Engineer Irrigation Assam Chandmari  ,o-o the Chief Engineer Irrigation Assam Chandmari Guwahati-03 ,16-Feb-2026 02:00 PM ,O-O the CEI Assam Chandmari Ghy-03,No ,No,"3,400",Nil,Nil,Yes,1.0,SBI Bank,Chief Engineer Irrigation Assam,o-o the Chief Engineer Irrigation Assam Chandmari Guwahati-03,1.0,Fee/PreQual/Technical,.pdf,NIT,10-Feb-2026 06:00 PM,05-Mar-2026 03:00 PM,10-Feb-2026 06:15 PM,05-Mar-2026 02:00 PM,NA ,NA ,17-Feb-2026 10:00 AM,05-Mar-2026 02:00 PM,11-Mar-2026 06:00 PM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,11 (SDMF) 2025-26/I/1431456/2026 Date_ 09-02-2026,2026_ID_51023_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Total 3 bids submitted and all are admitted,Manisha Barua,05-Mar-2026 03:55 PM,,02-Jun-2026,"INR 15,345,127.8",365.0,Manisha Barua,02-Jun-2026 01:12 PM,aoc.pdf (467.00 KB),AOC,Addl CE IMPL M and M Irrigation Assam,Internal,,Manisha Barua,02-Jun-2026 01:00 PM,finsummary_81171.pdf (744.40 KB),1.0,299947.0,ASHOK KUMAR BAJAJ,03-Mar-2026 09:57 PM,Rejected-Technical,Not admitted,11-Mar-2026 05:37 PM,Finance,Financial evaluation is in process,Siddhartha Kumar Sharmah,11-Mar-2026 06:29 PM,,BOQ Comparative Chart,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2026_ID_51023_1,11 (SDMF) 2025-26/I/1431456/2026 Date_ 09-02-2026,"Protection work at Dirring FIS under SDMF for the year 2023-24 under Barama Chapaguri Division(Irrigation), Mushalpur Baksa (Package-1)",1.0,300025.0,Sri Prasanta Kumar Deka,INR,"15,345,127.8",Addl CE IMPL M and M Irrigation Assam,Internal,,Manisha Barua,11-Mar-2026 05:37 PM,11-Mar-2026 06:00 PM,techsummary_81171.pdf (1384.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,300458.0,PANKAJ SARMA JV,05-Mar-2026 12:04 PM,Rejected-Technical,Not admitted,11-Mar-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre-qualification,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,300025.0,Sri Prasanta Kumar Deka,03-Mar-2026 06:26 PM,Accepted-AOC,Admitted,02-Jun-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
