Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Technical,Admitted,Utpal Chakravarty,10-Dec-2025 04:32 PM,,CE PWRD,Internal,,Manoj Kr. Nath,26-Jun-2026 12:54 PM,finsummary_71890.pdf (565.66 KB),Public Works Roads Department,2025_PWD_45408_16,CE/DEV/TB/60/2025-26/01 Dtd- 21.06.2025,"MMPPNA_RIDF_XXXI_25_26_94 Construction of (i) Road from Binen dukan tiniali to jokaisuk LP (L- 1.53 Km), (ii) Gutiwari and Nohaat Pather Connecting road, (iii) Road from Tipuk Diamoli PWD road to Suburi Kordoiguri Gaon Road (L- 2.00 Km) under Mukhya",1.0,273155.0,RAJANISAIKIA,INR,"32,033,750",Finance,Admitted,Manoj Kr. Nath,26-Jun-2026 12:51 PM,,BOQ Comparative Chart,26-Jun-2026,"INR 32,033,750",365.0,Manoj Kr. Nath,26-Jun-2026 12:55 PM,94AA.pdf (536.00 KB),1.0,273073.0,AKHIM MORAN,25-Jul-2025 12:02 PM,Rejected-Finance,Rejected,26-Jun-2026 12:54 PM,"CE, PWRD",Internal,,Utpal Chakravarty,10-Dec-2025 04:33 PM,10-Dec-2025 05:00 PM,techsummary_71890.pdf (268.77 KB),AOC,Public Works Roads Department,CE/DEV/TB/60/2025-26/01 Dtd- 21.06.2025,2025_PWD_45408_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Jul-2025 02:00 PM,28-Jul-2025 02:30 PM,08-Jul-2025 02:00 PM,28-Jul-2025 02:00 PM,08-Jul-2025 02:00 PM ,14-Jul-2025 12:00 PM ,08-Jul-2025 02:00 PM,28-Jul-2025 02:00 PM,10-Dec-2025 05:00 PM,"CE,PWRD","CE,PWRD",1.0,SBI Bank,"7,320",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BID COST_BID SECURITY,"7,32,000",Yes,fixed,,Nil,Nil,"MMPPNA_RIDF_XXXI_25_26_94 Construction of (i) Road from Binen dukan tiniali to jokaisuk LP (L- 1.53 Km), (ii) Gutiwari and Nohaat Pather Connecting road, (iii) Road from Tipuk Diamoli PWD road to Suburi Kordoiguri Gaon Road (L- 2.00 Km) under Mukhya","MMPPNA_RIDF_XXXI_25_26_94 Construction of (i) Road from Binen dukan tiniali to jokaisuk LP (L- 1.53 Km), (ii) Gutiwari and Nohaat Pather Connecting road, (iii) Road from Tipuk Diamoli PWD road to Suburi Kordoiguri Gaon Road (L- 2.00 Km) under Mukhya",Please refer Tender Documents. ,NA ,"3,66,10,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Makum,786170.0,"CE,PWRD ","CE,PWRD ",17-Jul-2025 12:00 PM ,"CE,PWRD",No ,No,1.0,SBD Modified,Other,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,273369.0,KUSHAL HAZARIKA,28-Jul-2025 12:03 PM,Rejected-Finance,Rejected,26-Jun-2026 12:54 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,273155.0,RAJANISAIKIA,27-Jul-2025 09:13 AM,Accepted-AOC,Awarded,26-Jun-2026 12:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,273377.0,SRI MANAB JYOTI GOGOI,28-Jul-2025 12:19 PM,Rejected-Finance,Rejected,26-Jun-2026 12:54 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
